,GROUP_SET,GROUP_VALUE,TEAM_ID,TEAM_ABBREVIATION,MAX_GAME_DATE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,CFID,CFPARAMS,PLAYER_ID
429,By Year,2020-21,-1,TOT,2021-05-16T00:00:00,5,3,2,0.6,8.1,1.2,3.6,0.333,0.6,2.4,0.25,0.0,0.0,0.0,0.4,0.6,1.0,0.4,0.0,0.0,0.0,0.0,0.4,0.0,3.0,-5.2,4.8,0,0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2020-21,1629244
430,By Year,2020-21,1610612745,HOU,2021-05-16T00:00:00,2,1,1,0.5,17.2,2.5,8.0,0.313,1.5,6.0,0.25,0.0,0.0,0.0,1.0,1.5,2.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.5,-11.0,11.0,0,0,11.5,3,3,2,2,1,1,1,3,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,3,1,1,1,1,264,2020-21,1629244
431,By Year,2020-21,1610612759,SAS,2021-03-31T00:00:00,3,2,1,0.667,2.1,0.3,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,-1.3,0.7,0,0,0.7,2,2,2,1,3,3,3,1,3,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,3,1,3,1,1,3,264,2020-21,1629244
432,By Year,2018-19,1610612750,MIN,2019-04-10T00:00:00,19,6,13,0.316,13.7,1.7,4.1,0.423,1.1,2.7,0.412,0.4,0.5,0.889,0.2,1.4,1.6,0.7,0.3,0.3,0.1,0.2,1.4,0.4,5.0,-1.4,9.0,0,0,9.3,1,1,1,3,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,264,2018-19,1629244
433,By Year,2020-21,1610612745,HOU,2021-01-12T00:00:00,6,1,5,0.167,6.1,1.3,2.8,0.471,0.0,0.8,0.0,0.2,0.3,0.5,0.5,1.8,2.3,0.2,0.7,0.0,0.3,0.2,1.0,0.3,2.8,0.0,6.2,0,0,6.0,7,9,4,9,6,2,4,2,8,7,8,4,4,5,6,2,2,7,3,8,5,4,3,4,3,4,5,3,1,5,264,2020-21,203998
434,By Year,2019-20,-1,TOT,2020-08-14T00:00:00,30,11,19,0.367,8.1,1.3,3.0,0.427,0.2,1.1,0.182,0.3,0.3,0.889,0.8,1.2,2.0,0.4,0.4,0.5,0.6,0.2,1.0,0.3,3.0,-1.1,8.8,1,0,7.7,1,1,1,1,2,1,1,1,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,264,2019-20,203998
435,By Year,2019-20,1610612745,HOU,2020-08-14T00:00:00,8,4,4,0.5,6.5,1.3,2.5,0.5,0.3,1.0,0.25,0.8,0.8,1.0,0.8,1.3,2.0,0.3,0.8,0.6,0.6,0.1,1.0,0.5,3.5,-1.6,9.3,0,0,8.5,5,6,5,5,5,4,5,1,3,5,4,2,2,1,3,4,4,6,2,1,2,5,3,2,2,8,2,3,1,2,264,2019-20,203998
436,By Year,2019-20,1610612763,MEM,2020-01-12T00:00:00,22,7,15,0.318,8.7,1.3,3.1,0.406,0.2,1.1,0.16,0.1,0.1,0.667,0.8,1.2,2.0,0.5,0.3,0.5,0.5,0.2,1.0,0.3,2.8,-0.9,8.6,1,0,7.5,2,3,2,7,3,3,2,4,6,4,6,5,5,4,2,5,4,3,7,3,3,3,2,5,4,6,3,2,1,3,264,2019-20,203998
437,By Year,2018-19,1610612763,MEM,2019-04-10T00:00:00,34,14,20,0.412,23.5,2.8,6.6,0.427,1.4,3.8,0.369,1.2,1.5,0.84,1.2,3.4,4.6,1.5,1.1,0.4,1.0,0.4,2.4,1.1,8.3,0.0,19.1,3,0,18.6,1,1,1,6,1,1,1,3,1,1,2,1,1,2,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,264,2018-19,203998
438,By Year,2017-18,-1,TOT,2018-04-09T00:00:00,12,4,8,0.333,8.9,0.8,2.6,0.29,0.3,1.4,0.176,0.4,0.5,0.833,0.6,1.3,1.8,0.3,0.3,0.3,0.3,0.1,0.7,0.4,2.2,0.9,6.3,0,0,5.8,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,264,2017-18,203998
439,By Year,2017-18,1610612758,SAC,2018-04-09T00:00:00,10,2,8,0.2,10.0,0.9,2.9,0.31,0.3,1.5,0.2,0.5,0.6,0.833,0.7,1.4,2.1,0.3,0.4,0.2,0.4,0.1,0.7,0.5,2.6,0.1,7.0,0,0,6.5,3,7,3,8,2,5,3,7,2,2,5,3,3,3,4,3,3,5,6,7,4,7,5,2,5,3,4,3,1,4,264,2017-18,203998
440,By Year,2017-18,1610612761,TOR,2017-10-30T00:00:00,2,2,0,1.0,3.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,5.0,2.9,0,0,2.0,9,7,8,1,8,9,9,9,8,5,8,6,6,6,9,7,7,2,9,2,9,8,6,6,9,1,7,3,1,8,264,2017-18,203998
441,By Year,2016-17,1610612761,TOR,2017-04-12T00:00:00,9,8,1,0.889,4.5,0.7,1.8,0.375,0.2,0.7,0.333,0.0,0.0,0.0,0.6,0.6,1.1,0.4,0.2,0.2,0.1,0.1,0.4,0.0,1.6,0.1,4.3,0,0,4.0,4,2,6,3,7,6,7,5,5,8,3,6,6,6,5,6,6,4,8,6,8,6,7,6,6,2,6,3,1,6,264,2016-17,203998
442,By Year,2015-16,1610612761,TOR,2016-04-13T00:00:00,6,6,0,1.0,7.1,0.2,2.0,0.083,0.2,1.2,0.143,0.0,0.0,0.0,0.2,0.2,0.3,0.2,0.7,0.3,0.2,0.3,0.3,0.0,0.5,-1.3,2.0,0,0,2.2,7,5,8,1,4,8,6,8,7,3,7,6,6,6,7,8,8,7,3,5,6,2,9,6,8,7,8,3,1,7,264,2015-16,203998
443,By Year,2014-15,1610612761,TOR,2015-04-08T00:00:00,8,7,1,0.875,2.9,0.5,1.5,0.333,0.3,0.4,0.667,0.0,0.0,0.0,0.1,0.1,0.3,0.0,0.5,0.0,0.1,0.0,0.4,0.0,1.3,-3.4,1.4,0,0,2.0,5,3,6,4,9,7,8,6,3,9,1,6,6,6,8,9,9,9,5,8,7,8,8,6,7,9,9,3,1,8,264,2014-15,203998
444,By Year,2020-21,1610612754,IND,2021-04-19T00:00:00,6,1,5,0.167,2.5,0.2,0.7,0.25,0.0,0.2,0.0,0.2,0.2,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.5,1.1,0,0,1.0,1,2,1,2,2,2,2,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,1,2,264,2020-21,1628968
445,By Year,2019-20,1610612754,IND,2020-08-14T00:00:00,6,5,1,0.833,5.2,0.5,1.7,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.2,1.0,1.2,0.0,0.2,0.0,0.2,0.2,0.5,0.2,1.0,2.2,2.7,0,0,2.5,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2019-20,1628968
446,By Year,2020-21,1610612755,PHI,2021-05-14T00:00:00,58,42,16,0.724,32.4,5.6,10.1,0.557,0.1,0.2,0.3,3.0,4.9,0.613,1.6,5.6,7.2,6.9,3.0,1.6,0.6,0.8,2.9,4.5,14.3,5.7,36.9,13,4,32.9,3,3,4,1,4,4,4,3,1,1,1,3,3,2,4,4,4,4,4,3,3,1,2,3,4,1,4,4,4,4,264,2020-21,1627732
447,By Year,2019-20,1610612755,PHI,2020-08-05T00:00:00,57,35,22,0.614,35.4,6.6,11.4,0.58,0.0,0.1,0.286,3.2,5.2,0.621,2.0,5.8,7.8,8.0,3.5,2.1,0.6,0.6,3.3,5.0,16.4,1.1,42.3,31,6,37.6,4,4,3,4,1,3,3,1,2,3,2,2,2,1,2,3,3,2,1,1,4,4,1,1,2,4,1,3,3,2,264,2019-20,1627732
448,By Year,2018-19,1610612755,PHI,2019-04-09T00:00:00,79,50,29,0.633,34.2,6.8,12.2,0.563,0.0,0.1,0.0,3.3,5.4,0.6,2.2,6.6,8.8,7.7,3.5,1.4,0.8,0.7,2.6,4.7,16.9,1.5,42.2,42,10,37.8,2,2,2,2,2,1,2,2,3,4,3,1,1,3,1,1,1,3,2,4,2,2,3,2,1,3,2,1,2,1,264,2018-19,1627732
449,By Year,2017-18,1610612755,PHI,2018-04-11T00:00:00,81,51,30,0.63,33.7,6.7,12.3,0.545,0.0,0.1,0.0,2.4,4.2,0.56,1.8,6.3,8.1,8.2,3.4,1.7,0.9,0.6,2.6,3.9,15.8,4.8,42.1,38,12,37.3,1,1,1,3,3,2,1,4,3,2,3,4,4,4,3,2,2,1,3,2,1,3,4,4,3,2,3,2,1,3,264,2017-18,1627732
450,By Year,2020-21,1610612749,MIL,2021-04-09T00:00:00,8,2,6,0.25,7.7,0.5,1.4,0.364,0.1,0.3,0.5,0.6,0.9,0.714,0.0,0.8,0.8,0.5,0.0,0.3,0.4,0.3,0.8,0.5,1.8,-0.4,5.3,0,0,4.4,2,2,2,4,3,3,3,2,3,4,1,1,1,2,2,2,2,2,2,3,2,1,3,3,3,1,3,1,1,3,264,2020-21,1626253
451,By Year,2016-17,-1,TOT,2017-04-12T00:00:00,4,2,2,0.5,11.9,1.3,2.3,0.556,0.3,1.0,0.25,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.3,0.3,0.0,1.5,0.5,2.8,-2.8,4.6,0,0,4.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2016-17,1626253
452,By Year,2016-17,1610612740,NOP,2017-04-12T00:00:00,2,1,1,0.5,20.7,2.5,4.0,0.625,0.5,1.5,0.333,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,2.5,1.0,5.5,-1.0,9.1,0,0,8.5,3,3,3,1,1,1,1,1,2,2,2,3,3,3,2,3,3,3,2,1,1,3,1,1,1,3,1,1,1,1,264,2016-17,1626253
453,By Year,2016-17,1610612749,MIL,2017-03-03T00:00:00,2,1,1,0.5,3.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-4.5,0.0,0,0,0.0,3,3,3,1,4,4,4,4,4,3,4,3,3,3,2,4,4,3,2,4,4,3,4,4,4,4,4,1,1,4,264,2016-17,1626253
454,By Year,2015-16,1610612743,DEN,2016-04-13T00:00:00,21,9,12,0.429,14.5,1.2,3.3,0.357,0.6,1.9,0.325,0.6,0.8,0.765,0.4,1.1,1.5,0.7,0.3,0.3,0.3,0.0,1.9,0.6,3.6,-0.8,8.0,0,0,7.7,1,1,1,3,2,2,2,3,1,1,3,2,2,1,1,1,1,1,1,2,3,2,2,2,2,2,2,1,1,2,264,2015-16,1626253
455,By Year,2020-21,1610612750,MIN,2021-01-27T00:00:00,2,0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,-0.5,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2020-21,1630204
456,By Year,2020-21,1610612761,TOR,2021-05-16T00:00:00,53,20,33,0.377,18.5,2.5,5.7,0.441,0.5,1.9,0.262,0.5,0.8,0.707,1.6,3.5,5.2,0.9,0.9,0.3,0.4,0.3,2.2,1.0,6.1,-1.5,15.0,2,0,14.1,5,7,3,9,2,4,2,8,2,2,3,7,7,8,4,3,3,4,4,1,6,6,5,7,4,9,3,5,1,3,264,2020-21,203382
457,By Year,2019-20,1610612756,PHX,2020-03-10T00:00:00,42,19,23,0.452,22.2,4.4,9.1,0.48,1.4,4.0,0.351,1.3,1.8,0.747,1.7,4.0,5.6,1.6,1.2,0.2,0.5,0.4,3.4,2.3,11.5,-1.1,21.8,3,0,21.7,8,8,5,8,1,1,1,5,1,1,1,2,2,7,3,1,1,1,1,4,4,3,1,1,1,8,1,3,1,1,264,2019-20,203382
458,By Year,2018-19,1610612738,BOS,2019-04-07T00:00:00,51,32,19,0.627,16.1,2.1,4.4,0.471,0.4,1.2,0.344,1.0,1.2,0.855,1.7,3.0,4.7,1.1,0.8,0.2,0.7,0.2,2.5,1.9,5.6,2.5,14.8,3,0,13.6,7,6,7,5,4,6,6,6,3,3,2,5,5,3,2,6,5,3,6,5,1,8,3,3,6,1,5,3,1,4,264,2018-19,203382
459,By Year,2017-18,1610612738,BOS,2018-04-11T00:00:00,81,54,27,0.667,18.3,2.6,5.5,0.471,0.0,0.3,0.143,0.7,1.0,0.756,1.6,3.8,5.4,1.1,1.0,0.3,0.6,0.4,2.5,1.3,6.0,2.3,15.8,4,0,14.3,1,1,4,4,3,3,3,6,4,4,5,6,6,6,5,2,2,2,2,2,3,2,2,6,5,2,2,2,1,2,264,2017-18,203382
460,By Year,2016-17,1610612765,DET,2017-04-05T00:00:00,75,34,41,0.453,15.5,1.9,3.7,0.513,0.0,0.0,0.0,1.1,1.3,0.84,1.5,3.0,4.4,0.4,0.7,0.2,0.5,0.3,2.2,1.7,4.9,1.8,12.4,2,0,11.2,3,5,1,7,6,7,7,2,6,8,6,4,4,4,7,7,7,8,9,7,5,7,6,4,7,4,7,5,1,7,264,2016-17,203382
461,By Year,2015-16,1610612765,DET,2016-04-13T00:00:00,81,43,38,0.531,15.2,2.4,4.7,0.505,0.0,0.0,0.0,1.6,2.0,0.764,1.7,3.0,4.7,0.6,0.8,0.3,0.6,0.3,1.9,1.9,6.3,-0.7,14.9,1,0,13.5,1,3,2,6,7,5,4,3,6,7,6,1,1,5,1,4,4,6,5,3,2,4,7,2,3,7,4,7,1,5,264,2015-16,203382
462,By Year,2014-15,1610612759,SAS,2015-04-15T00:00:00,70,49,21,0.7,16.0,2.6,4.7,0.566,0.0,0.1,0.25,1.3,1.5,0.865,1.6,3.0,4.5,0.5,0.9,0.2,0.3,0.5,2.3,1.6,6.6,1.9,13.5,5,0,12.7,4,2,6,2,5,2,5,1,5,6,4,3,3,2,6,5,6,7,3,6,8,1,4,5,2,3,6,1,1,6,264,2014-15,203382
463,By Year,2013-14,1610612759,SAS,2014-04-16T00:00:00,53,41,12,0.774,9.3,1.3,3.1,0.436,0.0,0.0,0.0,0.4,0.4,0.905,1.1,1.7,2.7,0.6,0.7,0.0,0.1,0.3,1.5,0.7,3.0,0.5,7.0,0,0,6.7,5,4,8,1,8,8,8,9,6,8,6,9,9,1,8,8,8,5,8,9,9,5,8,8,8,5,8,8,1,8,264,2013-14,203382
464,By Year,2012-13,1610612759,SAS,2013-04-17T00:00:00,16,11,5,0.688,8.8,1.1,2.3,0.5,0.0,0.1,0.0,0.4,0.8,0.583,0.8,1.3,2.0,0.3,0.7,0.1,0.4,0.0,1.4,0.6,2.7,-0.1,6.2,0,0,5.9,9,9,9,3,9,9,9,4,6,5,6,8,8,9,9,9,9,9,7,8,7,9,9,9,9,6,9,8,1,9,264,2012-13,203382
465,By Year,2020-21,1610612764,WAS,2021-01-01T00:00:00,1,1,0,1.0,6.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,-13.0,-2.3,0,0,2.0,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,264,2020-21,1628394
466,By Year,2019-20,1610612764,WAS,2020-08-11T00:00:00,27,9,18,0.333,16.2,2.3,4.3,0.526,0.0,0.1,0.0,1.3,2.1,0.586,1.6,2.4,4.0,0.7,0.9,0.3,0.4,0.1,2.8,2.4,5.8,-0.1,13.0,0,0,12.0,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,264,2019-20,1628394
467,By Year,2020-21,1610612755,PHI,2021-05-16T00:00:00,11,7,4,0.636,9.0,0.4,1.5,0.235,0.4,1.3,0.286,0.5,0.5,0.833,0.3,0.6,0.9,0.2,0.3,0.3,0.2,0.0,0.6,0.4,1.5,2.7,4.0,0,0,3.9,15,14,15,3,16,15,16,15,15,16,13,11,13,3,13,16,16,16,16,11,12,15,16,15,15,2,16,8,1,15,264,2020-21,201229
468,By Year,2019-20,-1,TOT,2020-08-13T00:00:00,55,24,31,0.436,15.9,1.2,3.3,0.357,0.9,2.6,0.338,0.4,0.5,0.724,0.6,2.2,2.8,0.8,0.6,0.3,0.2,0.1,1.3,0.6,3.6,-1.9,9.2,1,0,9.2,2,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,1,3,264,2019-20,201229
469,By Year,2019-20,1610612763,MEM,2020-08-13T00:00:00,13,5,8,0.385,18.2,1.5,3.7,0.396,1.3,3.2,0.415,0.5,0.6,0.875,0.4,2.2,2.5,0.8,0.7,0.5,0.1,0.2,1.1,0.6,4.8,3.9,10.1,0,0,10.6,14,15,13,14,8,9,9,7,6,8,2,9,11,1,12,9,11,8,6,2,14,9,11,12,9,1,10,8,1,9,264,2019-20,201229
470,By Year,2019-20,1610612758,SAC,2020-02-12T00:00:00,9,5,4,0.556,9.1,0.3,1.9,0.176,0.2,1.7,0.133,0.1,0.2,0.5,0.2,1.0,1.2,0.3,0.4,0.4,0.1,0.0,0.7,0.2,1.0,-0.2,4.2,0,0,3.9,16,15,15,4,15,16,15,16,16,15,16,16,16,15,16,15,15,15,12,4,13,15,15,16,16,9,15,8,1,16,264,2019-20,201229
471,By Year,2019-20,1610612757,POR,2020-01-17T00:00:00,33,14,19,0.424,16.8,1.3,3.5,0.368,0.9,2.7,0.337,0.4,0.6,0.684,0.8,2.5,3.3,0.9,0.6,0.2,0.3,0.2,1.6,0.7,3.9,-4.6,10.1,1,0,10.1,11,10,11,11,10,12,11,12,10,9,11,13,12,12,5,6,5,7,8,14,7,10,7,11,12,17,9,3,1,10,264,2019-20,201229
472,By Year,2018-19,1610612750,MIN,2019-04-10T00:00:00,65,27,38,0.415,16.6,1.5,4.0,0.382,1.2,3.3,0.377,0.7,0.9,0.783,0.2,2.5,2.7,0.7,0.6,0.3,0.3,0.1,1.4,0.8,5.0,-1.0,10.5,0,0,10.9,3,5,4,12,11,8,8,10,7,7,7,7,7,8,15,7,9,10,10,13,4,13,8,8,8,11,8,8,1,8,264,2018-19,201229
473,By Year,2017-18,1610612765,DET,2018-04-11T00:00:00,79,37,42,0.468,22.2,2.8,6.0,0.464,2.0,4.6,0.436,1.3,1.7,0.797,0.6,2.4,3.1,1.1,0.7,0.4,0.3,0.2,1.8,1.5,8.9,0.3,15.5,1,0,16.4,1,1,2,8,4,2,3,1,1,1,1,3,3,6,7,8,7,4,5,6,8,7,4,3,2,6,3,3,1,2,264,2017-18,201229
474,By Year,2016-17,1610612758,SAC,2017-04-11T00:00:00,65,26,39,0.4,22.7,2.4,5.4,0.442,1.4,3.5,0.391,0.9,1.3,0.744,0.8,2.9,3.6,1.2,0.9,0.5,0.3,0.2,1.7,1.2,7.1,-1.5,14.9,1,0,15.0,3,6,3,13,2,4,4,3,4,5,5,5,4,11,6,3,4,3,2,3,5,4,6,5,4,15,4,3,1,4,264,2016-17,201229
475,By Year,2015-16,1610612765,DET,2016-04-13T00:00:00,72,36,36,0.5,18.6,1.8,4.6,0.386,1.4,3.8,0.36,0.4,0.7,0.617,0.5,2.6,3.2,0.7,0.4,0.4,0.2,0.2,1.2,0.8,5.3,0.1,11.6,0,0,11.8,2,2,5,6,7,7,7,9,5,4,8,12,9,14,9,5,6,9,13,8,10,5,10,9,7,7,6,8,1,7,264,2015-16,201229
476,By Year,2014-15,-1,TOT,2015-04-15T00:00:00,76,36,40,0.474,18.9,2.1,5.2,0.41,1.4,3.8,0.366,0.7,0.9,0.783,0.7,2.4,3.1,0.8,0.7,0.3,0.2,0.2,1.8,1.1,6.3,1.4,12.1,1,0,12.7,1,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,3,2,2,2,2,2,1,2,2,1,2,264,2014-15,201229
477,By Year,2014-15,1610612765,DET,2015-04-15T00:00:00,52,25,27,0.481,22.3,2.6,6.1,0.423,1.6,4.4,0.36,1.0,1.2,0.794,0.9,2.8,3.7,0.9,0.8,0.4,0.3,0.3,2.3,1.3,7.7,2.5,14.8,1,0,15.3,8,7,10,7,3,3,2,5,3,2,9,4,5,7,4,4,3,5,3,7,6,3,2,4,3,3,5,3,1,3,264,2014-15,201229
478,By Year,2014-15,1610612756,PHX,2014-12-15T00:00:00,24,11,13,0.458,11.3,1.1,3.1,0.351,1.0,2.6,0.387,0.2,0.3,0.667,0.3,1.6,1.8,0.4,0.5,0.2,0.0,0.2,0.8,0.6,3.3,-1.1,6.3,0,0,7.0,12,13,12,9,13,13,14,13,9,10,6,15,15,13,14,13,14,14,11,16,16,6,14,13,13,13,14,8,1,13,264,2014-15,201229
479,By Year,2013-14,1610612766,CHA,2014-04-14T00:00:00,64,33,31,0.516,20.3,2.0,4.8,0.42,1.6,3.9,0.413,0.5,0.6,0.805,0.5,2.1,2.6,0.7,0.4,0.3,0.2,0.1,1.3,0.9,6.1,1.2,11.5,0,0,12.1,6,3,8,5,6,6,6,6,2,3,3,10,10,4,10,10,10,11,15,10,9,12,9,7,6,4,7,8,1,6,264,2013-14,201229
480,By Year,2012-13,1610612737,ATL,2013-04-17T00:00:00,62,28,34,0.452,15.5,1.3,3.5,0.38,0.7,2.1,0.338,0.7,0.8,0.863,0.5,2.0,2.5,0.5,0.6,0.2,0.2,0.1,1.1,0.7,4.1,-1.0,8.6,0,0,8.7,7,4,6,10,12,11,12,11,11,12,10,8,8,2,11,12,12,12,9,15,11,11,12,10,10,12,12,8,1,12,264,2012-13,201229
481,By Year,2011-12,1610612750,MIN,2012-04-26T00:00:00,51,17,34,0.333,17.3,1.4,3.6,0.39,0.5,2.0,0.248,0.8,1.1,0.745,1.0,2.0,3.0,0.4,0.7,0.4,0.4,0.2,1.7,1.2,4.1,-0.7,9.8,1,0,9.5,9,8,6,16,9,10,10,8,13,13,14,6,6,10,3,11,8,13,7,9,3,8,5,6,11,10,11,3,1,11,264,2011-12,201229
482,By Year,2010-11,1610612750,MIN,2011-04-13T00:00:00,65,12,53,0.185,21.0,2.2,4.8,0.45,0.7,1.8,0.409,1.6,2.0,0.802,1.4,3.1,4.5,1.3,0.8,0.4,0.4,0.3,2.2,2.2,6.7,-1.2,15.8,3,0,14.9,3,12,1,17,5,5,5,2,12,14,4,2,2,5,2,2,2,2,4,5,2,2,3,2,5,14,2,2,1,5,264,2010-11,201229
483,By Year,2009-10,-1,TOT,2010-04-14T00:00:00,46,17,29,0.37,31.0,4.2,9.8,0.43,1.1,3.3,0.329,2.2,2.9,0.769,1.8,5.1,7.0,1.9,1.0,0.7,0.7,0.4,2.8,2.4,11.7,-0.2,26.1,12,0,24.5,3,3,3,3,1,1,1,1,2,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,264,2009-10,201229
484,By Year,2009-10,1610612744,GSW,2010-04-14T00:00:00,44,15,29,0.341,32.4,4.4,10.2,0.431,1.1,3.4,0.331,2.3,3.0,0.769,1.9,5.3,7.3,2.0,1.0,0.7,0.8,0.4,2.9,2.5,12.3,0.0,27.3,12,0,25.6,10,9,9,15,1,1,1,4,8,6,12,1,1,9,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,264,2009-10,201229
485,By Year,2009-10,1610612757,POR,2009-12-22T00:00:00,2,2,0,1.0,2.1,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-4.0,0.6,0,0,0.5,17,17,17,1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,15,17,17,17,16,17,8,1,17,264,2009-10,201229
486,By Year,2008-09,1610612759,SAS,2009-01-05T00:00:00,19,14,5,0.737,11.0,1.0,3.4,0.292,0.5,2.2,0.22,0.3,0.5,0.5,0.6,1.5,2.2,0.9,0.4,0.3,0.1,0.1,0.8,0.6,2.7,0.3,7.2,0,0,6.9,13,10,14,2,14,14,13,14,14,11,15,14,14,15,8,14,13,6,14,12,15,14,13,14,14,5,13,8,1,14,264,2008-09,201229
487,By Year,2020-21,1610612751,BKN,2021-03-03T00:00:00,5,4,1,0.8,12.6,0.4,2.8,0.143,0.2,1.6,0.125,0.2,0.4,0.5,1.4,1.6,3.0,0.8,0.4,0.6,0.2,0.4,0.8,0.4,1.2,-3.8,8.0,0,0,6.8,7,6,7,1,5,7,6,7,6,3,7,5,5,3,2,6,6,4,6,5,7,2,7,6,7,7,6,3,1,6,264,2020-21,203460
488,By Year,2019-20,1610612760,OKC,2020-08-14T00:00:00,7,3,4,0.429,12.4,1.1,4.1,0.276,0.4,2.0,0.214,0.1,0.3,0.5,1.0,2.9,3.9,0.6,0.3,0.1,0.4,0.3,1.9,0.4,2.9,-0.4,9.8,0,0,8.9,6,7,6,7,6,5,3,6,3,2,5,7,6,3,5,3,3,6,7,7,5,3,5,5,5,6,5,3,1,5,264,2019-20,203460
489,By Year,2017-18,1610612760,OKC,2018-01-27T00:00:00,39,24,15,0.615,26.6,2.2,4.2,0.537,0.2,0.9,0.222,0.3,1.0,0.316,1.9,2.8,4.7,1.2,0.8,1.2,0.9,0.3,2.3,0.9,5.0,4.8,17.8,0,0,15.2,5,5,4,4,2,2,2,1,5,6,4,4,2,7,1,4,2,1,1,2,2,6,2,2,2,1,2,3,1,2,264,2017-18,203460
490,By Year,2016-17,1610612760,OKC,2017-04-09T00:00:00,79,46,33,0.582,30.1,2.7,5.9,0.464,0.6,2.3,0.245,0.6,1.4,0.423,1.2,3.9,5.1,1.0,0.6,1.2,1.0,0.5,2.6,1.2,6.6,1.8,20.2,2,0,17.7,1,2,1,6,1,1,1,4,1,1,3,1,1,6,3,1,1,3,3,1,1,1,1,1,1,3,1,1,1,1,264,2016-17,203460
491,By Year,2015-16,1610612760,OKC,2016-04-12T00:00:00,70,48,22,0.686,22.2,1.9,3.9,0.496,0.5,1.5,0.311,0.5,0.8,0.611,1.1,2.5,3.6,0.7,0.5,0.8,0.6,0.3,1.9,0.6,4.8,3.7,13.7,0,0,12.2,2,1,3,3,3,3,4,2,2,4,1,2,3,2,4,5,5,5,4,4,3,5,4,3,3,2,3,3,1,3,264,2015-16,203460
