,GROUP_SET,GROUP_VALUE,TEAM_ID,TEAM_ABBREVIATION,MAX_GAME_DATE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,CFID,CFPARAMS,PLAYER_ID
0,By Year,2020-21,1610612740,NOP,2021-05-04T00:00:00,61,29,32,0.475,33.2,10.4,17.0,0.611,0.2,0.6,0.294,6.0,8.7,0.698,2.7,4.5,7.2,3.7,2.7,0.9,0.6,2.1,2.2,6.0,27.0,1.5,43.2,14,0,41.2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,264,2020-21,1629627
1,By Year,2019-20,1610612740,NOP,2020-08-09T00:00:00,24,11,13,0.458,27.8,8.8,15.0,0.583,0.3,0.6,0.429,4.8,7.4,0.64,2.7,3.6,6.3,2.1,2.5,0.7,0.4,1.6,1.8,5.5,22.5,2.6,33.8,2,0,33.2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,264,2019-20,1629627
2,By Year,2020-21,-1,TOT,2021-05-16T00:00:00,10,4,6,0.4,13.7,2.0,5.7,0.351,0.9,2.8,0.321,0.7,0.9,0.778,0.5,1.4,1.9,2.2,0.3,0.7,0.3,0.6,1.1,1.4,5.6,-0.1,13.9,0,0,12.6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,264,2020-21,1627812
3,By Year,2020-21,1610612746,LAC,2021-05-16T00:00:00,8,4,4,0.5,12.1,1.5,4.5,0.333,0.8,2.4,0.316,0.9,0.9,1.0,0.3,1.3,1.5,2.1,0.0,0.5,0.3,0.5,0.9,1.1,4.6,1.3,11.9,0,0,10.5,6,5,6,1,6,7,6,7,6,5,5,4,6,1,5,5,5,4,7,5,2,3,6,6,6,1,4,2,1,5,264,2020-21,1627812
4,By Year,2020-21,1610612739,CLE,2021-01-12T00:00:00,2,0,2,0.0,20.3,4.0,10.5,0.381,1.5,4.5,0.333,0.0,1.0,0.0,1.5,2.0,3.5,2.5,1.5,1.5,0.5,1.0,2.0,2.5,9.5,-5.5,22.0,0,0,21.0,7,7,7,7,3,1,1,5,3,1,4,7,4,7,1,3,1,2,2,1,1,1,2,1,3,7,2,2,1,2,264,2020-21,1627812
5,By Year,2019-20,1610612758,SAC,2020-08-13T00:00:00,50,20,30,0.4,10.6,1.6,3.8,0.42,0.5,1.6,0.304,0.7,0.8,0.857,0.1,0.9,1.0,1.4,0.6,0.4,0.1,0.2,0.8,0.9,4.4,-0.3,8.4,0,0,8.1,3,3,3,4,7,6,7,3,7,7,6,6,7,4,7,6,7,7,6,6,6,6,7,7,7,3,7,2,1,7,264,2019-20,1627812
6,By Year,2018-19,1610612758,SAC,2019-04-10T00:00:00,71,33,38,0.465,15.0,2.2,5.0,0.435,0.8,2.1,0.362,0.8,0.9,0.896,0.2,1.4,1.5,1.9,0.6,0.5,0.1,0.3,0.9,1.3,5.9,-0.8,11.8,0,0,11.3,2,1,2,3,5,4,4,1,5,6,3,5,5,2,6,4,4,5,5,4,7,5,5,5,4,4,5,2,1,4,264,2018-19,1627812
7,By Year,2017-18,1610612742,DAL,2018-04-10T00:00:00,82,24,58,0.293,27.8,3.8,8.9,0.426,1.6,4.4,0.373,1.0,1.3,0.796,0.3,2.7,3.0,2.5,1.0,0.8,0.1,0.4,1.9,1.7,10.2,0.0,19.3,3,0,19.1,1,2,1,5,2,3,3,2,2,2,2,2,3,5,4,1,2,3,4,3,5,4,3,3,2,2,3,1,1,3,264,2017-18,1627812
8,By Year,2016-17,-1,TOT,2017-04-12T00:00:00,46,18,28,0.391,26.0,3.5,8.6,0.406,1.5,3.8,0.386,1.6,1.9,0.831,0.4,2.0,2.4,3.7,1.5,0.9,0.2,0.5,2.0,2.3,10.0,-2.5,20.4,0,0,19.9,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,264,2016-17,1627812
9,By Year,2016-17,1610612742,DAL,2017-04-12T00:00:00,36,17,19,0.472,29.0,3.9,9.6,0.412,1.7,4.1,0.403,1.8,2.0,0.877,0.4,2.3,2.8,4.3,1.6,1.1,0.2,0.6,2.2,2.4,11.3,-2.0,23.5,0,0,22.7,4,4,4,2,1,2,2,4,1,3,1,1,1,3,2,2,3,1,1,2,4,2,1,2,1,5,1,2,1,1,264,2016-17,1627812
10,By Year,2016-17,1610612751,BKN,2016-12-01T00:00:00,10,1,9,0.1,15.1,1.8,4.9,0.367,0.8,2.7,0.296,1.0,1.6,0.625,0.4,0.8,1.2,1.7,1.4,0.2,0.2,0.1,1.1,1.6,5.4,-4.4,9.2,0,0,9.9,5,6,5,6,4,5,5,6,4,4,7,2,2,6,3,7,6,6,3,7,3,7,4,4,5,6,6,2,1,6,264,2016-17,1627812
11,By Year,2020-21,1610612740,NOP,2021-03-23T00:00:00,1,1,0,1.0,3.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-10.0,-1.0,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2020-21,1630266
12,By Year,2020-21,1610612755,PHI,2021-03-20T00:00:00,10,8,2,0.8,3.9,0.3,1.2,0.25,0.0,0.1,0.0,0.2,0.6,0.333,0.6,0.8,1.4,0.2,0.4,0.0,0.3,0.2,0.8,0.3,0.8,-1.6,3.3,0,0,3.0,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,264,2020-21,1629738
13,By Year,2019-20,1610612738,BOS,2020-08-13T00:00:00,22,18,4,0.818,5.9,0.8,1.6,0.472,0.0,0.1,0.5,0.3,0.3,0.857,0.6,1.4,2.0,0.4,0.4,0.1,0.4,0.1,1.1,0.4,1.9,-0.9,5.9,0,0,5.2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,264,2019-20,1629738
14,By Year,2020-21,1610612742,DAL,2021-05-16T00:00:00,18,11,7,0.611,3.9,0.4,1.2,0.318,0.1,0.2,0.25,0.2,0.3,0.6,0.4,0.6,1.1,0.2,0.2,0.0,0.1,0.1,0.3,0.3,1.0,-2.1,2.5,0,0,2.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2020-21,1630189
15,By Year,2020-21,1610612756,PHX,2021-05-15T00:00:00,15,11,4,0.733,3.2,0.2,0.8,0.25,0.1,0.6,0.222,0.1,0.1,0.5,0.1,0.5,0.7,0.4,0.2,0.0,0.1,0.0,0.1,0.1,0.6,-0.5,2.0,0,0,1.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2020-21,1630234
16,By Year,2020-21,1610612739,CLE,2021-01-12T00:00:00,8,3,5,0.375,9.6,1.3,2.3,0.556,0.0,0.3,0.0,1.3,1.4,0.909,1.0,1.3,2.3,0.5,0.4,0.3,0.5,0.1,0.9,1.3,3.8,-2.3,9.1,0,0,8.0,6,6,6,5,6,6,6,1,6,6,6,1,3,1,2,6,5,5,4,5,5,6,6,3,6,5,5,2,1,6,264,2020-21,1627748
17,By Year,2019-20,1610612765,DET,2020-03-11T00:00:00,60,20,40,0.333,12.9,1.6,3.2,0.482,0.4,1.1,0.344,1.2,1.8,0.664,0.9,1.9,2.8,0.7,0.8,0.4,0.7,0.2,1.7,1.5,4.7,-2.4,11.5,2,0,10.7,2,4,1,6,3,4,4,2,5,5,2,3,1,4,3,4,3,2,2,2,3,3,3,1,4,6,3,1,1,3,264,2019-20,1627748
18,By Year,2018-19,-1,TOT,2019-04-10T00:00:00,64,44,20,0.688,15.2,1.7,4.2,0.407,0.8,2.4,0.32,0.9,1.3,0.667,0.6,2.5,3.2,0.7,0.5,0.3,0.8,0.2,1.6,1.1,5.0,-0.1,12.7,0,0,11.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2018-19,1627748
19,By Year,2018-19,1610612765,DET,2019-04-10T00:00:00,29,17,12,0.586,19.4,1.7,4.6,0.373,0.8,2.6,0.307,1.2,1.6,0.766,0.8,2.8,3.7,0.9,0.8,0.4,1.1,0.3,1.7,1.3,5.5,-1.3,15.0,0,0,13.9,5,5,4,2,1,2,1,6,1,1,4,2,2,2,4,1,1,1,1,3,1,1,2,2,1,3,1,2,1,1,264,2018-19,1627748
20,By Year,2018-19,1610612749,MIL,2019-01-21T00:00:00,35,27,8,0.771,11.7,1.7,3.8,0.44,0.7,2.2,0.333,0.6,1.1,0.541,0.5,2.3,2.7,0.5,0.3,0.3,0.5,0.1,1.6,1.0,4.7,0.9,10.9,0,0,10.3,4,3,5,1,4,3,3,4,2,2,3,5,5,6,6,2,4,4,6,4,4,5,4,5,3,1,4,2,1,4,264,2018-19,1627748
21,By Year,2017-18,1610612749,MIL,2018-04-11T00:00:00,74,40,34,0.541,16.7,1.8,4.3,0.411,0.4,1.4,0.298,0.9,1.3,0.699,1.0,2.0,3.0,0.6,0.6,0.5,0.7,0.3,2.2,1.1,4.8,-2.2,12.5,0,0,11.4,1,1,2,4,2,1,2,5,4,3,5,4,4,3,1,3,2,3,3,1,2,2,1,4,2,4,2,2,1,2,264,2017-18,1627748
22,By Year,2016-17,1610612749,MIL,2017-04-12T00:00:00,57,31,26,0.544,9.9,1.5,3.2,0.459,0.5,1.3,0.378,0.6,0.9,0.653,0.7,1.3,2.0,0.4,0.3,0.2,0.5,0.2,1.5,0.8,4.0,-0.5,8.6,0,0,8.1,3,2,3,3,5,5,5,3,3,4,1,6,6,5,5,5,6,6,5,6,6,4,5,6,5,2,6,2,1,5,264,2016-17,1627748
23,By Year,2020-21,1610612755,PHI,2021-03-20T00:00:00,13,10,3,0.769,3.8,0.1,0.5,0.143,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.1,0.0,0.0,0.5,0.0,0.2,-1.5,0.4,0,0,0.5,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,1,1,4,264,2020-21,1628390
24,By Year,2019-20,1610612760,OKC,2020-08-14T00:00:00,56,33,23,0.589,22.5,1.4,3.9,0.355,0.9,3.0,0.292,0.3,0.4,0.75,0.4,0.9,1.3,0.9,0.6,0.5,0.3,0.1,2.8,0.7,3.9,-2.6,8.7,0,0,8.6,3,3,3,4,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,1,3,2,2,2,4,2,1,1,2,264,2019-20,1628390
25,By Year,2018-19,1610612760,OKC,2019-04-10T00:00:00,74,44,30,0.595,26.1,2.5,5.8,0.429,1.4,3.9,0.366,0.5,0.7,0.725,0.4,1.5,1.9,1.0,0.6,0.5,0.2,0.2,3.1,0.8,6.9,1.9,12.3,0,0,12.8,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,264,2018-19,1628390
26,By Year,2017-18,1610612760,OKC,2018-04-11T00:00:00,61,37,24,0.607,12.5,1.1,2.8,0.414,0.7,2.0,0.333,0.1,0.2,0.9,0.3,0.5,0.8,0.3,0.2,0.4,0.2,0.1,1.4,0.2,3.1,-1.4,6.0,0,0,6.0,2,2,2,2,3,3,3,2,3,3,2,3,3,1,3,3,3,3,4,3,3,2,3,3,3,2,3,1,1,3,264,2017-18,1628390
27,By Year,2020-21,1610612754,IND,2020-12-29T00:00:00,4,3,1,0.75,29.3,6.8,12.8,0.529,0.0,1.8,0.0,2.0,2.5,0.8,0.5,3.0,3.5,1.3,1.0,0.5,0.0,0.5,4.0,3.0,15.5,0.3,22.1,0,0,21.3,7,7,7,1,5,4,4,2,7,3,7,4,4,3,7,5,5,4,4,6,7,4,1,2,4,2,5,5,1,5,264,2020-21,203933
28,By Year,2019-20,1610612754,IND,2020-08-10T00:00:00,67,42,25,0.627,32.9,8.0,14.9,0.536,1.4,3.4,0.403,2.5,3.0,0.819,1.0,3.2,4.2,1.5,1.3,1.2,0.5,0.5,2.8,2.6,19.8,1.9,30.8,2,0,30.1,1,1,5,2,2,2,2,1,2,2,2,2,2,1,5,4,3,2,2,2,4,5,2,3,1,1,2,3,1,1,264,2019-20,203933
29,By Year,2018-19,1610612756,PHX,2019-01-22T00:00:00,43,10,33,0.233,31.6,6.9,14.2,0.486,1.8,4.2,0.428,2.3,2.9,0.815,0.7,3.3,4.0,1.5,1.2,1.2,0.7,0.7,2.8,2.2,18.0,-5.2,29.4,0,0,29.0,5,6,3,7,3,3,3,7,1,1,1,3,3,2,6,1,4,1,3,1,1,2,3,4,3,6,3,5,1,3,264,2018-19,203933
30,By Year,2017-18,1610612756,PHX,2018-03-17T00:00:00,65,18,47,0.277,33.0,8.1,16.4,0.498,0.3,1.4,0.222,3.0,3.9,0.757,1.9,3.2,5.1,1.3,1.3,1.0,0.6,0.8,2.3,3.1,19.6,-6.6,31.2,6,0,29.6,3,3,1,6,1,1,1,5,5,6,6,1,1,5,1,3,2,3,1,4,2,1,5,1,2,7,1,1,1,2,264,2017-18,203933
31,By Year,2016-17,1610612756,PHX,2017-04-11T00:00:00,66,20,46,0.303,31.0,6.1,12.3,0.495,0.4,1.5,0.265,1.8,2.3,0.773,1.9,3.2,5.1,1.1,0.9,1.2,0.6,0.6,2.7,1.8,14.4,-4.3,26.6,5,0,24.6,2,2,2,4,4,5,5,6,4,5,4,5,5,4,2,2,1,5,5,3,3,3,4,5,5,5,4,2,1,4,264,2016-17,203933
32,By Year,2015-16,1610612756,PHX,2016-01-29T00:00:00,47,14,33,0.298,22.8,4.7,9.4,0.501,0.6,1.5,0.4,1.0,1.4,0.703,1.2,1.9,3.1,0.9,0.7,0.8,0.3,0.3,2.0,1.4,11.0,-2.4,18.8,1,0,17.9,4,5,3,5,6,6,6,4,3,4,3,6,6,7,3,6,6,6,6,5,5,6,6,6,6,4,6,4,1,6,264,2015-16,203933
33,By Year,2014-15,1610612756,PHX,2015-04-14T00:00:00,40,17,23,0.425,15.4,2.8,5.4,0.528,0.1,0.5,0.238,0.4,0.5,0.737,1.0,1.1,2.1,0.6,0.7,0.5,0.2,0.2,1.3,0.6,6.1,-2.4,11.0,0,0,10.4,6,4,6,3,7,7,7,3,6,7,5,7,7,6,4,7,7,7,7,7,6,7,7,7,7,3,7,5,1,7,264,2014-15,203933
34,By Year,2020-21,1610612757,POR,2021-05-16T00:00:00,7,6,1,0.857,5.1,0.7,1.4,0.5,0.0,0.0,0.0,0.3,0.3,1.0,0.0,0.7,0.7,0.1,0.3,0.3,0.1,0.3,0.1,0.1,1.7,-2.9,3.8,0,0,3.4,4,4,4,1,4,4,4,2,4,4,4,2,4,1,4,4,4,4,1,2,2,1,4,4,4,4,4,3,1,4,264,2020-21,1628388
35,By Year,2019-20,1610612754,IND,2020-08-14T00:00:00,28,16,12,0.571,7.9,1.3,3.1,0.419,0.2,0.6,0.278,0.3,0.6,0.438,0.8,1.7,2.5,0.3,0.3,0.4,0.1,0.3,0.8,0.5,3.0,0.3,7.7,1,0,7.0,3,3,3,4,3,2,2,4,2,2,2,3,1,4,1,1,1,2,1,1,2,2,2,1,2,2,2,1,1,2,264,2019-20,1628388
36,By Year,2018-19,1610612754,IND,2019-04-10T00:00:00,58,35,23,0.603,9.0,1.7,3.2,0.541,0.1,0.5,0.258,0.3,0.5,0.613,0.7,1.4,2.2,0.4,0.2,0.2,0.3,0.2,0.6,0.4,3.9,0.8,8.3,1,0,7.6,1,1,1,2,1,1,1,1,3,3,3,1,2,3,2,2,2,1,3,3,1,3,3,2,1,1,1,1,1,1,264,2018-19,1628388
37,By Year,2017-18,1610612754,IND,2018-04-10T00:00:00,53,31,22,0.585,8.7,1.2,2.6,0.471,0.3,0.8,0.429,0.2,0.3,0.625,0.5,1.0,1.5,0.2,0.2,0.1,0.1,0.1,0.8,0.3,2.9,-1.5,5.4,0,0,5.3,2,2,2,3,2,3,3,3,1,1,1,4,3,2,3,3,3,3,4,4,4,4,1,3,3,3,3,3,1,3,264,2017-18,1628388
38,By Year,2020-21,-1,TOT,2021-05-16T00:00:00,21,7,14,0.333,10.3,0.7,2.2,0.326,0.3,1.1,0.304,0.2,0.4,0.5,0.1,0.7,0.9,1.0,0.3,0.6,0.1,0.1,0.7,0.3,2.0,-0.4,6.3,0,0,5.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2020-21,1628414
39,By Year,2020-21,1610612753,ORL,2021-05-16T00:00:00,7,0,7,0.0,20.5,1.1,3.6,0.32,0.6,2.0,0.286,0.6,0.9,0.667,0.3,1.6,1.9,2.4,0.4,1.1,0.1,0.3,1.7,0.7,3.4,-3.0,12.7,0,0,10.9,4,4,3,4,1,3,2,5,2,1,4,3,3,3,2,2,3,1,3,1,3,3,1,3,3,5,2,1,1,2,264,2020-21,1628414
40,By Year,2020-21,1610612740,NOP,2021-03-14T00:00:00,14,7,7,0.5,5.2,0.5,1.5,0.333,0.2,0.6,0.333,0.0,0.1,0.0,0.1,0.3,0.4,0.3,0.3,0.4,0.1,0.1,0.2,0.1,1.2,0.9,3.1,0,0,2.9,3,3,3,2,4,4,4,4,4,4,3,5,5,5,4,5,5,4,5,4,5,4,5,5,4,1,4,1,1,4,264,2020-21,1628414
41,By Year,2019-20,1610612740,NOP,2020-08-13T00:00:00,2,0,2,0.0,17.7,3.0,5.5,0.545,1.0,2.0,0.5,1.0,2.0,0.5,0.0,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,1.0,8.0,-1.5,15.4,0,0,15.0,5,4,5,4,2,1,1,1,1,1,1,1,1,4,5,1,1,2,1,3,1,1,3,2,1,4,1,1,1,1,264,2019-20,1628414
42,By Year,2018-19,1610612746,LAC,2019-04-10T00:00:00,64,37,27,0.578,4.9,0.3,0.8,0.347,0.0,0.2,0.2,0.4,0.5,0.735,0.1,0.6,0.7,0.3,0.3,0.2,0.1,0.0,0.6,0.3,1.0,-0.6,2.9,0,0,2.6,2,1,2,1,5,5,5,3,5,5,5,4,4,1,3,4,4,5,4,5,4,5,4,4,5,2,5,1,1,5,264,2018-19,1628414
43,By Year,2017-18,1610612746,LAC,2018-04-11T00:00:00,73,36,37,0.493,15.8,1.4,3.2,0.429,0.3,0.8,0.377,0.8,1.2,0.67,0.5,1.5,1.9,0.9,0.7,0.7,0.3,0.5,1.7,1.0,3.9,-1.4,9.8,0,0,9.0,1,2,1,3,3,2,3,2,3,3,2,2,2,2,1,3,2,3,2,2,2,2,2,1,2,3,3,1,1,3,264,2017-18,1628414
44,By Year,2020-21,1610612763,MEM,2021-04-30T00:00:00,18,10,8,0.556,8.8,0.7,1.8,0.394,0.3,1.2,0.227,0.4,0.4,1.0,0.3,0.7,1.1,0.2,0.2,0.1,0.2,0.1,0.4,0.2,2.2,-3.2,4.4,0,0,4.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2020-21,1630253
45,By Year,2020-21,1610612757,POR,2021-05-08T00:00:00,11,6,5,0.545,9.8,0.8,1.6,0.5,0.0,0.1,0.0,0.8,1.5,0.563,1.0,1.4,2.4,1.2,0.2,0.2,0.4,0.2,1.4,1.0,2.5,-0.6,8.5,0,0,7.1,6,6,6,2,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,1,6,264,2020-21,1626178
46,By Year,2019-20,1610612761,TOR,2020-08-14T00:00:00,60,43,17,0.717,18.7,2.6,5.5,0.471,0.1,0.4,0.13,1.8,2.4,0.734,1.8,2.9,4.7,1.8,1.0,0.8,0.4,0.5,1.9,2.2,7.0,1.3,17.7,2,0,15.8,3,1,5,1,5,4,4,3,5,5,5,4,4,3,1,5,5,3,4,4,5,4,4,4,4,1,5,4,1,5,264,2019-20,1626178
47,By Year,2018-19,1610612751,BKN,2019-04-10T00:00:00,59,27,32,0.458,20.9,3.4,8.3,0.411,0.2,0.8,0.184,2.0,3.1,0.645,1.4,3.8,5.3,1.6,1.2,0.7,0.5,0.8,1.8,2.7,8.9,-0.2,20.1,4,0,18.4,4,2,3,3,4,2,2,6,3,2,4,3,3,5,3,4,4,4,3,5,4,2,5,2,2,2,3,3,1,3,264,2018-19,1626178
48,By Year,2017-18,1610612751,BKN,2018-04-11T00:00:00,68,26,42,0.382,28.2,5.0,10.6,0.472,0.2,0.8,0.241,3.7,4.6,0.788,1.5,5.3,6.8,2.5,1.8,1.0,0.7,0.9,2.1,3.9,13.9,-2.7,28.9,12,0,26.6,2,3,2,4,1,1,1,2,2,3,2,1,1,1,2,1,1,1,1,3,1,1,2,1,1,5,1,1,1,1,264,2017-18,1626178
49,By Year,2016-17,1610612751,BKN,2017-04-12T00:00:00,78,19,59,0.244,22.6,3.0,6.9,0.434,0.2,0.9,0.224,2.4,3.2,0.751,1.2,4.6,5.8,2.0,1.5,1.1,0.6,0.6,2.3,2.4,8.7,-3.4,21.9,8,0,19.8,1,4,1,5,2,3,3,5,1,1,3,2,2,2,5,2,2,2,2,2,2,3,1,3,3,6,2,2,1,2,264,2016-17,1626178
50,By Year,2015-16,1610612751,BKN,2016-04-13T00:00:00,29,7,22,0.241,21.2,2.2,4.8,0.457,0.1,0.5,0.286,1.3,1.8,0.712,1.3,4.0,5.3,1.5,0.9,1.3,0.6,0.3,2.1,1.6,5.8,-2.1,19.1,2,0,16.5,5,5,4,6,3,5,5,4,4,4,1,5,5,4,4,3,3,5,5,1,3,5,3,5,5,4,4,4,1,4,264,2015-16,1626178
51,By Year,2020-21,-1,TOT,2021-04-24T00:00:00,21,10,11,0.476,5.9,0.5,1.5,0.344,0.3,1.0,0.286,0.1,0.2,0.75,0.2,0.9,1.1,0.5,0.6,0.4,0.2,0.1,0.8,0.1,1.5,-0.1,4.7,0,0,4.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2020-21,1629066
52,By Year,2020-21,1610612749,MIL,2021-04-24T00:00:00,5,3,2,0.6,6.7,1.0,1.6,0.625,0.6,0.8,0.75,0.4,0.4,1.0,0.6,1.2,1.8,0.8,0.8,0.6,0.0,0.2,1.6,0.2,3.0,1.4,7.4,0,0,7.4,4,4,4,1,4,3,4,1,3,4,1,3,3,1,2,3,3,3,4,2,4,3,3,3,3,1,3,2,1,3,264,2020-21,1629066
53,By Year,2020-21,1610612745,HOU,2021-02-28T00:00:00,11,4,7,0.364,6.8,0.5,1.9,0.238,0.2,1.4,0.133,0.1,0.2,0.5,0.2,0.8,1.0,0.4,0.8,0.5,0.4,0.1,0.6,0.1,1.2,-0.2,4.8,0,0,4.5,3,3,3,5,3,4,3,5,5,3,5,4,4,4,4,4,4,5,3,3,2,4,4,4,4,3,4,2,1,4,264,2020-21,1629066
54,By Year,2020-21,1610612751,BKN,2021-01-10T00:00:00,5,3,2,0.6,3.2,0.2,0.6,0.333,0.2,0.4,0.5,0.0,0.0,0.0,0.0,0.6,0.6,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.6,-1.6,1.9,0,0,1.8,4,4,4,1,5,5,5,4,4,5,2,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,2,1,5,264,2020-21,1629066
55,By Year,2019-20,1610612751,BKN,2020-08-13T00:00:00,47,18,29,0.383,14.5,1.7,3.8,0.446,0.7,1.9,0.367,0.5,0.8,0.632,0.5,2.4,2.9,1.1,1.0,0.5,0.1,0.3,1.9,0.7,4.6,-0.6,10.6,0,0,10.6,2,2,1,4,2,2,2,3,2,2,3,2,2,3,3,2,2,1,2,4,3,2,2,2,2,4,2,2,1,2,264,2019-20,1629066
56,By Year,2018-19,1610612751,BKN,2019-04-10T00:00:00,63,36,27,0.571,20.5,3.2,7.1,0.45,0.9,2.9,0.315,1.1,1.5,0.783,0.9,3.0,3.9,0.8,1.2,0.7,0.4,0.7,2.3,1.1,8.5,0.0,16.3,2,0,16.2,1,1,2,3,1,1,1,2,1,1,4,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,264,2018-19,1629066
57,By Year,2020-21,1610612753,ORL,2021-04-26T00:00:00,7,0,7,0.0,14.4,1.9,4.0,0.464,0.7,2.1,0.333,1.7,1.9,0.923,0.9,1.1,2.0,0.7,0.3,0.4,0.4,0.1,1.1,1.6,6.1,-3.6,11.9,0,0,11.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2020-21,1629606
58,By Year,2020-21,1610612745,HOU,2021-02-15T00:00:00,2,0,2,0.0,9.4,1.0,2.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,0.0,1.0,0.0,1.5,0.5,2.0,-3.5,5.9,0,0,6.0,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,3,2,2,1,2,264,2020-21,1629034
59,By Year,2018-19,-1,TOT,2019-04-09T00:00:00,14,3,11,0.214,10.5,1.8,3.4,0.532,0.0,0.2,0.0,0.3,0.9,0.333,1.1,2.4,3.4,0.4,0.6,0.6,0.6,0.2,1.6,0.6,3.9,-1.5,11.5,1,0,10.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2018-19,1629034
60,By Year,2018-19,1610612756,PHX,2019-04-09T00:00:00,13,3,10,0.231,11.3,1.9,3.6,0.532,0.0,0.2,0.0,0.3,0.9,0.333,1.2,2.5,3.7,0.4,0.7,0.7,0.6,0.2,1.8,0.6,4.2,-1.5,12.4,1,0,10.8,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,264,2018-19,1629034
61,By Year,2018-19,1610612742,DAL,2018-10-17T00:00:00,1,0,1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0,0,0.0,3,2,3,2,3,3,3,3,1,3,1,2,3,2,3,3,3,2,3,2,3,2,3,3,3,2,3,2,1,3,264,2018-19,1629034
