,GROUP_SET,GROUP_VALUE,TEAM_ID,TEAM_ABBREVIATION,MAX_GAME_DATE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,CFID,CFPARAMS,PLAYER_ID
0,By Year,2020-21,1610612740,NOP,2021-05-04T00:00:00,61,29,32,0.475,46.5,14.5,23.8,0.611,0.2,0.8,0.294,8.5,12.1,0.698,3.8,6.3,10.1,5.2,3.8,1.3,0.9,3.0,3.1,8.4,37.8,2.0,60.5,14,0,57.7,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,264,2020-21,1629627
1,By Year,2019-20,1610612740,NOP,2020-08-09T00:00:00,24,11,13,0.458,45.1,14.2,24.3,0.583,0.4,0.9,0.429,7.7,12.0,0.64,4.3,5.8,10.1,3.4,4.0,1.1,0.6,2.6,2.8,9.0,36.4,4.2,54.7,2,0,53.7,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,264,2019-20,1629627
2,By Year,2020-21,-1,TOT,2021-05-16T00:00:00,10,4,6,0.4,48.4,7.1,20.1,0.351,3.2,9.9,0.321,2.5,3.2,0.778,1.8,4.9,6.7,7.8,1.1,2.5,1.1,2.1,3.9,4.9,19.8,-0.4,49.0,0,0,44.5,2,2,2,1,2,1,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,264,2020-21,1627812
3,By Year,2020-21,1610612746,LAC,2021-05-16T00:00:00,8,4,4,0.5,48.5,6.0,18.1,0.333,3.0,9.5,0.316,3.5,3.5,1.0,1.0,5.0,6.0,8.5,0.0,2.0,1.0,2.0,3.5,4.5,18.6,5.0,47.7,0,0,42.2,6,5,6,1,3,6,2,7,2,2,5,1,4,1,3,1,2,1,7,2,2,2,3,3,4,1,2,2,1,2,264,2020-21,1627812
4,By Year,2020-21,1610612739,CLE,2021-01-12T00:00:00,2,0,2,0.0,48.2,9.5,25.0,0.381,3.6,10.7,0.333,0.0,2.4,0.0,3.6,4.8,8.3,6.0,3.6,3.6,1.2,2.4,4.8,6.0,22.6,-13.1,52.3,0,0,50.0,7,7,7,7,4,1,1,5,1,1,4,7,6,7,1,3,1,4,2,1,1,1,1,1,1,6,1,2,1,1,264,2020-21,1627812
5,By Year,2019-20,1610612758,SAC,2020-08-13T00:00:00,50,20,30,0.4,47.1,7.0,16.7,0.42,2.1,7.0,0.304,3.2,3.7,0.857,0.5,3.8,4.4,6.1,2.5,1.6,0.4,0.9,3.4,4.1,19.4,-1.2,37.2,0,0,35.9,3,3,3,4,5,2,3,3,7,6,6,2,2,4,7,6,6,3,4,4,4,4,5,5,3,3,4,2,1,4,264,2019-20,1627812
6,By Year,2018-19,1610612758,SAC,2019-04-10T00:00:00,71,33,38,0.465,46.2,6.6,15.2,0.435,2.3,6.4,0.362,2.6,2.9,0.896,0.6,4.2,4.7,5.9,1.7,1.6,0.2,0.9,2.8,3.9,18.2,-2.4,36.2,0,0,34.6,2,1,2,3,7,5,6,1,6,7,3,5,5,2,5,4,5,5,5,5,7,5,7,6,5,4,5,2,1,5,264,2018-19,1627812
7,By Year,2017-18,1610612742,DAL,2018-04-10T00:00:00,82,24,58,0.293,49.2,6.7,15.7,0.426,2.9,7.7,0.373,1.8,2.2,0.796,0.6,4.8,5.4,4.3,1.7,1.4,0.2,0.7,3.3,2.9,18.1,0.1,34.1,3,0,33.8,1,2,1,5,2,4,5,2,4,4,2,6,7,5,6,2,3,7,6,6,6,6,6,7,6,2,6,1,1,6,264,2017-18,1627812
8,By Year,2016-17,-1,TOT,2017-04-12T00:00:00,46,18,28,0.391,50.0,6.7,16.5,0.406,2.8,7.4,0.386,3.1,3.7,0.831,0.8,3.8,4.6,7.2,2.9,1.8,0.4,0.9,3.8,4.3,19.3,-4.9,39.1,0,0,38.2,1,1,1,2,1,2,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,264,2016-17,1627812
9,By Year,2016-17,1610612742,DAL,2017-04-12T00:00:00,36,17,19,0.472,50.5,6.9,16.7,0.412,2.9,7.2,0.403,3.1,3.5,0.877,0.8,4.0,4.8,7.5,2.7,1.9,0.3,1.0,3.8,4.3,19.7,-3.5,40.8,0,0,39.4,4,4,4,2,1,3,4,4,3,5,1,3,3,3,4,5,4,2,3,3,5,3,2,4,2,5,3,2,1,3,264,2016-17,1627812
10,By Year,2016-17,1610612751,BKN,2016-12-01T00:00:00,10,1,9,0.1,46.7,5.6,15.1,0.367,2.5,8.3,0.296,3.1,4.9,0.625,1.2,2.5,3.7,5.2,4.3,0.6,0.6,0.3,3.4,4.9,16.7,-13.6,28.4,0,0,30.6,5,6,5,6,6,7,7,6,5,3,7,4,1,6,2,7,7,6,1,7,3,7,4,2,7,7,7,2,1,7,264,2016-17,1627812
11,By Year,2020-21,1610612740,NOP,2021-03-23T00:00:00,1,1,0,1.0,40.8,0.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,-125.0,-12.5,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2020-21,1630266
12,By Year,2020-21,1610612755,PHI,2021-03-20T00:00:00,10,8,2,0.8,44.5,3.4,13.6,0.25,0.0,1.1,0.0,2.3,6.8,0.333,6.8,9.1,15.9,2.3,4.5,0.0,3.4,2.3,9.1,3.4,9.1,-18.2,37.3,0,0,34.1,2,2,2,2,1,2,1,2,2,1,2,1,1,2,1,2,1,2,1,2,1,1,1,1,2,2,2,1,1,2,264,2020-21,1629738
13,By Year,2019-20,1610612738,BOS,2020-08-13T00:00:00,22,18,4,0.818,44.4,5.8,12.3,0.472,0.3,0.7,0.5,2.0,2.4,0.857,4.4,10.2,14.7,2.7,2.7,0.7,3.1,1.0,8.5,3.1,14.0,-6.8,44.2,0,0,39.2,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,2,1,2,1,2,2,2,2,1,1,1,1,1,1,264,2019-20,1629738
14,By Year,2020-21,1610612742,DAL,2021-05-16T00:00:00,18,11,7,0.611,43.8,4.3,13.6,0.318,0.6,2.5,0.25,1.9,3.1,0.6,4.9,6.8,11.7,1.9,1.9,0.0,0.6,1.2,3.7,3.7,11.1,-22.8,28.0,0,0,26.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2020-21,1630189
15,By Year,2020-21,1610612756,PHX,2021-05-15T00:00:00,15,11,4,0.733,48.5,3.1,12.2,0.25,2.0,9.2,0.222,1.0,2.0,0.5,2.0,8.2,10.2,6.1,3.1,0.0,1.0,0.0,2.0,1.0,9.2,-8.2,30.6,0,0,29.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2020-21,1630234
16,By Year,2020-21,1610612739,CLE,2021-01-12T00:00:00,8,3,5,0.375,49.3,6.5,11.6,0.556,0.0,1.3,0.0,6.5,7.1,0.909,5.2,6.5,11.6,2.6,1.9,1.3,2.6,0.6,4.5,6.5,19.4,-11.6,46.8,0,0,41.3,6,6,6,5,3,3,6,1,6,6,6,1,1,1,1,5,1,2,3,3,2,5,5,1,2,6,1,2,1,2,264,2020-21,1627748
17,By Year,2019-20,1610612765,DET,2020-03-11T00:00:00,60,20,40,0.333,48.9,5.9,12.2,0.482,1.4,4.0,0.344,4.6,6.9,0.664,3.4,7.1,10.5,2.7,2.8,1.6,2.5,0.8,6.4,5.6,17.7,-9.0,43.7,2,0,40.4,2,4,1,6,5,4,4,2,4,5,2,2,2,4,3,3,3,1,1,1,3,2,3,2,4,5,3,1,1,3,264,2019-20,1627748
18,By Year,2018-19,-1,TOT,2019-04-10T00:00:00,64,44,20,0.688,47.7,5.4,13.2,0.407,2.4,7.5,0.32,2.7,4.1,0.667,2.0,7.9,9.9,2.2,1.6,1.0,2.5,0.6,5.2,3.6,15.9,-0.2,40.1,0,0,37.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2018-19,1627748
19,By Year,2018-19,1610612765,DET,2019-04-10T00:00:00,29,17,12,0.586,49.3,4.4,11.7,0.373,2.0,6.6,0.307,3.1,4.1,0.766,2.1,7.2,9.3,2.4,2.1,1.0,2.9,0.7,4.4,3.4,13.9,-3.2,38.0,0,0,35.3,5,5,4,2,4,6,5,6,3,3,4,3,5,2,5,2,5,3,2,5,1,4,6,5,6,3,5,2,1,5,264,2018-19,1627748
20,By Year,2018-19,1610612749,MIL,2019-01-21T00:00:00,35,27,8,0.771,45.8,6.6,15.0,0.44,2.9,8.7,0.333,2.2,4.1,0.541,1.9,8.8,10.7,2.0,1.0,1.1,2.0,0.6,6.2,3.8,18.3,3.7,42.6,0,0,40.3,4,3,5,1,6,2,2,4,1,1,3,6,4,6,6,1,2,5,6,4,6,6,4,4,3,1,4,2,1,4,264,2018-19,1627748
21,By Year,2017-18,1610612749,MIL,2018-04-11T00:00:00,74,40,34,0.541,49.7,5.2,12.7,0.411,1.2,4.2,0.298,2.6,3.7,0.699,3.0,6.0,9.0,1.8,1.8,1.5,2.1,0.8,6.5,3.3,14.3,-6.5,37.1,0,0,33.7,1,1,2,4,2,5,3,5,5,4,5,5,6,3,4,6,6,6,4,2,5,3,2,6,5,4,6,2,1,6,264,2017-18,1627748
22,By Year,2016-17,1610612749,MIL,2017-04-12T00:00:00,57,31,26,0.544,51.2,7.6,16.5,0.459,2.6,6.7,0.378,2.9,4.5,0.653,3.6,6.7,10.4,2.1,1.5,0.9,2.4,1.1,7.7,4.0,20.6,-2.5,44.5,0,0,42.2,3,2,3,3,1,1,1,3,2,2,1,4,3,5,2,4,4,4,5,6,4,1,1,3,1,2,2,2,1,1,264,2016-17,1627748
23,By Year,2020-21,1610612755,PHI,2021-03-20T00:00:00,13,10,3,0.769,46.1,0.9,6.5,0.143,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.9,0.9,1.9,3.7,0.9,0.0,0.0,6.5,0.0,1.9,-17.8,4.9,0,0,6.5,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,4,4,4,1,4,4,4,4,1,1,4,264,2020-21,1628390
24,By Year,2019-20,1610612760,OKC,2020-08-14T00:00:00,56,33,23,0.589,49.0,3.0,8.6,0.355,1.9,6.5,0.292,0.6,0.8,0.75,0.9,2.0,2.9,2.0,1.2,1.1,0.7,0.2,6.0,1.5,8.6,-5.6,19.0,0,0,18.8,3,3,3,4,2,3,3,3,3,3,3,2,2,2,2,2,3,1,2,2,1,3,2,1,3,3,3,1,1,3,264,2019-20,1628390
25,By Year,2018-19,1610612760,OKC,2019-04-10T00:00:00,74,44,30,0.595,46.1,4.4,10.3,0.429,2.5,6.9,0.366,0.9,1.2,0.725,0.8,2.6,3.4,1.7,1.1,1.0,0.4,0.3,5.5,1.4,12.3,3.4,21.8,0,0,22.5,1,1,1,3,3,2,2,1,2,2,1,1,1,3,3,1,1,3,3,3,3,2,3,2,1,1,2,1,1,2,264,2018-19,1628390
26,By Year,2017-18,1610612760,OKC,2018-04-11T00:00:00,61,37,24,0.607,49.5,4.5,11.0,0.414,2.6,7.8,0.333,0.6,0.6,0.9,1.2,1.8,3.0,1.2,0.7,1.6,0.6,0.5,5.4,1.0,12.2,-5.4,23.6,0,0,23.5,2,2,2,2,1,1,1,2,1,1,2,3,3,1,1,3,2,4,4,1,2,1,4,3,2,2,1,1,1,1,264,2017-18,1628390
27,By Year,2020-21,1610612754,IND,2020-12-29T00:00:00,4,3,1,0.75,47.3,10.9,20.6,0.529,0.0,2.8,0.0,3.2,4.0,0.8,0.8,4.8,5.6,2.0,1.6,0.8,0.0,0.8,6.5,4.8,25.0,0.4,35.6,0,0,34.3,7,7,7,1,4,3,4,2,7,4,7,4,4,3,7,3,7,3,5,7,7,4,1,1,4,2,6,5,1,6,264,2020-21,203933
28,By Year,2019-20,1610612754,IND,2020-08-10T00:00:00,67,42,25,0.627,48.4,11.7,21.9,0.536,2.0,5.0,0.403,3.7,4.5,0.819,1.5,4.7,6.2,2.2,1.8,1.7,0.7,0.7,4.1,3.9,29.2,2.8,45.4,2,0,44.4,1,1,5,2,2,1,2,1,2,2,2,2,2,1,5,4,5,2,3,3,4,5,4,3,1,1,1,3,1,1,264,2019-20,203933
29,By Year,2018-19,1610612756,PHX,2019-01-22T00:00:00,43,10,33,0.233,47.1,10.3,21.2,0.486,2.7,6.2,0.428,3.5,4.3,0.815,1.1,5.0,6.0,2.2,1.8,1.8,1.0,1.1,4.1,3.2,26.8,-7.8,43.8,0,0,43.2,5,6,3,7,6,4,3,7,1,1,1,3,3,2,6,1,6,1,4,1,1,2,3,4,3,6,3,5,1,2,264,2018-19,203933
30,By Year,2017-18,1610612756,PHX,2018-03-17T00:00:00,65,18,47,0.277,47.3,11.7,23.5,0.498,0.4,2.0,0.222,4.3,5.6,0.757,2.8,4.6,7.4,1.9,1.9,1.4,0.9,1.2,3.3,4.5,28.1,-9.5,44.9,6,0,42.4,3,3,1,6,5,2,1,5,5,6,6,1,1,5,3,5,2,6,2,5,2,1,7,2,2,7,2,1,1,3,264,2017-18,203933
31,By Year,2016-17,1610612756,PHX,2017-04-11T00:00:00,66,20,46,0.303,47.0,9.2,18.7,0.495,0.6,2.2,0.265,2.7,3.5,0.773,2.9,4.9,7.8,1.7,1.3,1.7,0.9,1.0,4.0,2.7,21.8,-6.4,40.4,5,0,37.2,2,2,2,4,7,6,6,6,4,5,4,5,5,4,2,2,1,7,7,2,3,3,6,6,6,4,4,2,1,5,264,2016-17,203933
32,By Year,2015-16,1610612756,PHX,2016-01-29T00:00:00,47,14,33,0.298,47.7,9.9,19.7,0.501,1.2,3.1,0.4,2.0,2.9,0.703,2.5,4.0,6.6,2.0,1.4,1.7,0.7,0.7,4.2,2.9,23.0,-5.0,39.4,1,0,37.5,4,5,3,5,3,5,5,4,3,3,3,6,6,7,4,6,4,5,6,4,6,7,2,5,5,3,5,4,1,4,264,2015-16,203933
33,By Year,2014-15,1610612756,PHX,2015-04-14T00:00:00,40,17,23,0.425,48.8,9.0,17.0,0.528,0.4,1.7,0.238,1.1,1.5,0.737,3.3,3.5,6.8,2.0,2.1,1.4,0.7,0.7,4.1,1.9,19.5,-7.5,34.9,0,0,32.9,6,4,6,3,1,7,7,3,6,7,5,7,7,6,1,7,3,4,1,6,5,6,5,7,7,5,7,5,1,7,264,2014-15,203933
34,By Year,2020-21,1610612757,POR,2021-05-16T00:00:00,7,6,1,0.857,41.7,5.9,11.8,0.5,0.0,0.0,0.0,2.4,2.4,1.0,0.0,5.9,5.9,1.2,2.4,2.4,1.2,2.4,1.2,1.2,14.1,-23.5,31.2,0,0,28.2,4,4,4,1,4,4,4,2,4,4,4,1,3,1,4,3,4,3,1,1,2,1,4,4,4,4,3,3,1,4,264,2020-21,1628388
35,By Year,2019-20,1610612754,IND,2020-08-14T00:00:00,28,16,12,0.571,44.8,7.3,17.4,0.419,1.0,3.6,0.278,1.4,3.2,0.438,4.6,9.7,14.3,1.8,1.6,2.0,0.8,1.4,4.4,3.0,17.0,1.6,43.8,1,0,39.8,3,3,3,4,3,2,1,4,2,2,2,3,1,4,1,1,1,2,2,2,3,2,2,1,2,2,1,1,1,1,264,2019-20,1628388
36,By Year,2018-19,1610612754,IND,2019-04-10T00:00:00,58,35,23,0.603,45.4,8.6,15.9,0.541,0.7,2.7,0.258,1.7,2.7,0.613,3.7,7.1,10.9,2.1,1.0,0.8,1.7,0.8,3.0,2.2,19.6,3.8,42.0,1,0,38.1,1,1,1,2,2,1,2,1,3,3,3,2,2,3,2,2,2,1,3,3,1,3,3,2,1,1,2,1,1,2,264,2018-19,1628388
37,By Year,2017-18,1610612754,IND,2018-04-10T00:00:00,53,31,22,0.585,47.2,6.6,14.0,0.471,1.9,4.3,0.429,1.0,1.6,0.625,3.0,5.5,8.4,0.9,1.0,0.5,0.4,0.5,4.6,1.9,16.0,-8.4,29.3,0,0,29.1,2,2,2,3,1,3,3,3,1,1,1,4,4,2,3,4,3,4,4,4,4,4,1,3,3,3,4,3,1,3,264,2017-18,1628388
38,By Year,2020-21,-1,TOT,2021-05-16T00:00:00,21,7,14,0.333,47.8,3.3,10.1,0.326,1.5,5.1,0.304,0.9,1.8,0.5,0.7,3.3,4.0,4.6,1.5,2.9,0.4,0.7,3.3,1.3,9.0,-1.8,29.1,0,0,25.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2020-21,1628414
39,By Year,2020-21,1610612753,ORL,2021-05-16T00:00:00,7,0,7,0.0,47.2,2.6,8.2,0.32,1.3,4.6,0.286,1.3,2.0,0.667,0.7,3.6,4.3,5.6,1.0,2.6,0.3,0.7,3.9,1.6,7.9,-6.9,29.3,0,0,25.0,4,4,3,4,4,4,4,5,3,3,4,4,4,3,4,4,4,1,5,2,5,4,3,4,5,5,3,1,1,4,264,2020-21,1628414
40,By Year,2020-21,1610612740,NOP,2021-03-14T00:00:00,14,7,7,0.5,48.9,4.7,14.0,0.333,2.0,6.0,0.333,0.0,1.3,0.0,0.7,2.7,3.3,2.7,2.7,3.3,0.7,0.7,2.0,0.7,11.3,8.7,28.7,0,0,27.3,3,3,3,2,1,2,2,4,2,1,3,5,5,5,3,5,5,4,2,1,4,3,5,5,3,1,4,1,1,2,264,2020-21,1628414
41,By Year,2019-20,1610612740,NOP,2020-08-13T00:00:00,2,0,2,0.0,47.3,8.0,14.7,0.545,2.7,5.3,0.5,2.7,5.3,0.5,0.0,5.3,5.3,5.3,2.7,1.3,1.3,1.3,2.7,2.7,21.3,-4.0,41.1,0,0,40.0,5,4,5,4,3,1,1,1,1,2,1,2,1,4,5,2,3,2,2,5,1,2,4,3,1,2,1,1,1,1,264,2019-20,1628414
42,By Year,2018-19,1610612746,LAC,2019-04-10T00:00:00,64,37,27,0.578,44.1,2.4,6.9,0.347,0.4,2.1,0.2,3.5,4.8,0.735,0.7,5.5,6.2,2.5,2.8,2.0,1.0,0.3,5.8,2.7,8.7,-5.3,26.0,0,0,23.8,2,1,2,1,5,5,5,3,5,5,5,1,2,1,2,1,1,5,1,4,3,5,1,2,4,4,5,1,1,5,264,2018-19,1628414
43,By Year,2017-18,1610612746,LAC,2018-04-11T00:00:00,73,36,37,0.493,47.6,4.1,9.6,0.429,0.9,2.5,0.377,2.4,3.6,0.67,1.4,4.4,5.8,2.8,2.2,2.0,1.0,1.4,5.2,3.0,11.6,-4.2,29.6,0,0,27.2,1,2,1,3,2,3,3,2,4,4,2,3,3,2,1,3,2,3,4,3,2,1,2,1,2,3,2,1,1,3,264,2017-18,1628414
44,By Year,2020-21,1610612763,MEM,2021-04-30T00:00:00,18,10,8,0.556,46.2,3.8,9.7,0.394,1.5,6.5,0.227,2.3,2.3,1.0,1.8,3.8,5.6,1.2,1.2,0.6,0.9,0.6,2.3,1.2,11.4,-16.7,23.1,0,0,22.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2020-21,1630253
45,By Year,2020-21,1610612757,POR,2021-05-08T00:00:00,11,6,5,0.545,48.1,4.0,8.1,0.5,0.0,0.4,0.0,4.0,7.2,0.563,4.9,6.7,11.7,5.8,0.9,0.9,1.8,0.9,6.7,4.9,12.1,-3.1,42.0,0,0,35.0,6,6,6,2,2,6,6,1,6,6,6,5,2,6,1,6,5,1,6,6,1,5,1,4,6,3,6,6,1,6,264,2020-21,1626178
46,By Year,2019-20,1610612761,TOR,2020-08-14T00:00:00,60,43,17,0.717,47.3,6.5,13.9,0.471,0.1,1.0,0.13,4.4,6.0,0.734,4.6,7.3,11.9,4.5,2.5,1.9,1.0,1.1,4.8,5.5,17.6,3.3,44.9,2,0,39.9,3,1,5,1,4,3,4,3,5,5,5,4,5,3,2,5,2,2,4,3,6,4,3,3,4,1,3,4,1,4,264,2019-20,1626178
47,By Year,2018-19,1610612751,BKN,2019-04-10T00:00:00,59,27,32,0.458,46.5,7.5,18.3,0.411,0.3,1.8,0.184,4.4,6.9,0.645,3.1,8.5,11.7,3.6,2.6,1.7,1.0,1.7,4.0,6.1,19.8,-0.4,44.7,4,0,40.8,4,2,3,3,5,2,1,6,2,1,4,3,3,5,3,4,4,5,3,4,5,1,5,2,2,2,4,3,1,2,264,2018-19,1626178
48,By Year,2017-18,1610612751,BKN,2018-04-11T00:00:00,68,26,42,0.382,47.6,8.5,18.0,0.472,0.3,1.3,0.241,6.2,7.8,0.788,2.5,8.9,11.4,4.1,3.0,1.6,1.2,1.4,3.6,6.6,23.5,-4.6,48.7,12,0,44.9,2,3,2,4,3,1,2,2,3,3,2,1,1,1,6,3,6,3,2,5,3,2,6,1,1,4,1,1,1,1,264,2017-18,1626178
49,By Year,2016-17,1610612751,BKN,2017-04-12T00:00:00,78,19,59,0.244,46.3,6.2,14.3,0.434,0.4,1.8,0.224,5.0,6.7,0.751,2.5,9.4,11.9,4.1,3.1,2.2,1.2,1.2,4.7,4.9,17.8,-7.0,45.0,8,0,40.7,1,4,1,5,6,4,3,5,1,2,3,2,4,2,5,1,3,4,1,2,4,3,4,5,3,6,2,2,1,3,264,2016-17,1626178
50,By Year,2015-16,1610612751,BKN,2016-04-13T00:00:00,29,7,22,0.241,49.1,5.0,11.0,0.457,0.3,1.1,0.286,3.0,4.1,0.712,3.1,9.2,12.3,3.4,2.1,3.1,1.3,0.6,4.9,3.7,13.3,-4.9,44.3,2,0,38.1,5,5,4,6,1,5,5,4,4,4,1,6,6,4,4,2,1,6,5,1,2,6,2,6,5,5,5,4,1,5,264,2015-16,1626178
51,By Year,2020-21,-1,TOT,2021-04-24T00:00:00,21,10,11,0.476,44.2,3.9,11.3,0.344,2.1,7.4,0.286,1.1,1.4,0.75,1.8,6.4,8.2,3.5,4.6,3.2,1.4,0.7,5.7,0.7,11.0,-1.1,35.3,0,0,34.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2020-21,1629066
52,By Year,2020-21,1610612749,MIL,2021-04-24T00:00:00,5,3,2,0.6,44.3,6.6,10.5,0.625,3.9,5.3,0.75,2.6,2.6,1.0,3.9,7.9,11.8,5.3,5.3,3.9,0.0,1.3,10.5,1.3,19.7,9.2,48.4,0,0,48.7,4,4,4,1,4,2,4,1,1,5,1,1,2,1,1,2,1,2,1,1,4,2,1,3,1,1,1,2,1,1,264,2020-21,1629066
53,By Year,2020-21,1610612745,HOU,2021-02-28T00:00:00,11,4,7,0.364,43.4,2.9,12.1,0.238,1.2,8.7,0.133,0.6,1.2,0.5,1.2,5.2,6.4,2.3,5.2,3.5,2.3,0.6,4.0,0.6,7.5,-1.2,30.8,0,0,28.9,3,3,3,5,5,5,2,5,5,1,5,4,4,4,4,5,5,4,2,2,1,4,4,4,5,3,4,2,1,4,264,2020-21,1629066
54,By Year,2020-21,1610612751,BKN,2021-01-10T00:00:00,5,3,2,0.6,47.9,3.0,9.1,0.333,3.0,6.1,0.5,0.0,0.0,0.0,0.0,9.1,9.1,6.1,0.0,0.0,0.0,0.0,3.0,0.0,9.1,-24.2,29.1,0,0,27.3,4,4,4,1,1,4,5,4,2,3,2,5,5,5,5,1,3,1,5,5,4,5,5,5,4,5,5,2,1,5,264,2020-21,1629066
55,By Year,2019-20,1610612751,BKN,2020-08-13T00:00:00,47,18,29,0.383,45.4,5.2,11.8,0.446,2.2,6.0,0.367,1.6,2.5,0.632,1.7,7.4,9.1,3.4,3.1,1.7,0.3,0.9,6.0,2.3,14.3,-1.8,33.2,0,0,33.0,2,2,1,4,2,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,4,3,2,1,3,264,2019-20,1629066
56,By Year,2018-19,1610612751,BKN,2019-04-10T00:00:00,63,36,27,0.571,45.2,7.1,15.7,0.45,2.0,6.4,0.315,2.5,3.2,0.783,2.0,6.6,8.6,1.8,2.7,1.4,0.9,1.5,5.1,2.4,18.7,-0.1,35.9,2,0,35.7,1,1,2,3,3,1,1,2,4,2,4,2,1,2,2,4,4,5,4,4,2,1,3,1,2,2,2,1,1,2,264,2018-19,1629066
57,By Year,2020-21,1610612753,ORL,2021-04-26T00:00:00,7,0,7,0.0,46.8,6.0,13.0,0.464,2.3,7.0,0.333,5.6,6.0,0.923,2.8,3.7,6.5,2.3,0.9,1.4,1.4,0.5,3.7,5.1,20.0,-11.6,38.7,0,0,36.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2020-21,1629606
58,By Year,2020-21,1610612745,HOU,2021-02-15T00:00:00,2,0,2,0.0,42.6,4.5,9.1,0.5,0.0,2.3,0.0,0.0,4.5,0.0,4.5,4.5,9.1,0.0,6.8,0.0,4.5,0.0,6.8,2.3,9.1,-15.9,26.8,0,0,27.3,2,2,2,2,3,2,2,2,1,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,264,2020-21,1629034
59,By Year,2018-19,-1,TOT,2019-04-09T00:00:00,14,3,11,0.214,45.4,7.7,14.5,0.532,0.0,0.9,0.0,1.2,3.7,0.333,4.6,10.2,14.8,1.5,2.8,2.8,2.5,0.9,7.1,2.5,16.6,-6.5,49.6,1,0,43.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2018-19,1629034
60,By Year,2018-19,1610612756,PHX,2019-04-09T00:00:00,13,3,10,0.231,45.4,7.7,14.6,0.532,0.0,0.9,0.0,1.2,3.7,0.333,4.6,10.2,14.9,1.5,2.8,2.8,2.5,0.9,7.1,2.5,16.7,-5.9,49.9,1,0,43.7,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,264,2018-19,1629034
61,By Year,2018-19,1610612742,DAL,2018-10-17T00:00:00,1,0,1,0.0,45.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0.0,3,2,3,2,1,3,3,3,1,3,1,2,3,2,3,3,3,2,3,2,3,2,3,3,3,3,3,2,1,3,264,2018-19,1629034
