,GROUP_SET,GROUP_VALUE,TEAM_ID,TEAM_ABBREVIATION,MAX_GAME_DATE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,CFID,CFPARAMS,PLAYER_ID
3796,By Year,2017-18,1610612760,OKC,2018-04-11T00:00:00,78,46,32,0.59,48.4,9.1,22.6,0.404,3.3,9.2,0.357,2.9,3.7,0.767,1.3,7.5,8.8,2.0,1.9,0.9,0.9,1.0,3.8,3.0,24.4,5.2,41.6,6,0,42.2,3,4,7,6,15,17,16,20,5,4,9,19,19,19,18,5,12,18,17,19,4,16,16,18,17,4,17,11,3,17,264,2017-18,2546
3797,By Year,2016-17,1610612752,NYK,2017-04-12T00:00:00,74,29,45,0.392,49.4,11.7,27.0,0.433,2.9,8.2,0.359,5.9,7.1,0.833,1.2,7.3,8.5,4.1,3.0,1.2,0.7,0.7,3.9,5.4,32.3,-4.5,51.2,7,0,51.6,7,13,1,18,13,12,9,13,6,6,8,15,15,5,19,8,14,10,15,17,13,17,15,13,12,19,13,10,3,13,264,2016-17,2546
3798,By Year,2015-16,1610612752,NYK,2016-04-10T00:00:00,72,32,40,0.444,50.8,11.4,26.2,0.434,2.1,6.2,0.339,6.7,8.1,0.829,2.0,9.2,11.2,6.0,3.5,1.2,0.8,1.5,3.6,6.4,31.6,-0.9,56.5,22,0,54.9,8,12,4,16,5,13,12,12,11,10,12,14,14,9,14,1,1,1,11,13,8,11,19,12,13,16,5,1,3,8,264,2015-16,2546
3799,By Year,2014-15,1610612752,NYK,2015-02-09T00:00:00,40,10,30,0.25,52.3,13.1,29.5,0.444,2.2,6.6,0.341,6.9,8.7,0.797,2.6,7.0,9.7,4.5,3.3,1.5,0.6,1.3,3.2,7.4,35.4,-4.0,56.7,5,0,56.0,18,19,8,20,3,3,2,9,9,8,11,12,13,14,7,10,7,5,14,9,16,12,20,9,7,18,4,14,3,4,264,2014-15,2546
3800,By Year,2013-14,1610612752,NYK,2014-04-13T00:00:00,77,35,42,0.455,52.4,13.1,28.9,0.452,2.9,7.3,0.402,8.1,9.5,0.848,2.5,8.4,10.9,4.3,3.5,1.7,0.9,1.2,3.9,7.7,37.1,1.8,60.8,22,0,60.4,4,11,2,15,2,5,3,6,7,7,3,9,11,3,8,3,2,7,12,3,5,13,13,6,2,9,1,1,3,2,264,2013-14,2546
3801,By Year,2012-13,1610612752,NYK,2013-04-14T00:00:00,67,47,20,0.701,52.8,14.2,31.7,0.449,3.3,8.8,0.379,9.0,10.9,0.83,2.9,6.9,9.8,3.6,3.7,1.1,0.7,1.9,4.4,8.8,40.9,6.6,59.7,10,0,61.2,12,1,18,1,1,1,1,8,4,5,5,4,6,7,4,11,5,15,9,18,11,8,4,1,1,2,2,7,3,1,264,2012-13,2546
3802,By Year,2011-12,1610612752,NYK,2012-04-25T00:00:00,55,29,26,0.527,50.8,11.9,27.8,0.43,1.8,5.5,0.335,8.0,9.9,0.804,2.4,6.9,9.3,5.4,3.9,1.7,0.6,1.9,4.2,7.6,33.7,2.9,56.1,8,1,54.9,16,13,14,11,4,10,6,15,12,12,13,10,9,13,9,12,8,2,8,1,15,7,10,7,9,7,8,9,1,7,264,2011-12,2546
3803,By Year,2010-11,-1,TOT,2011-04-12T00:00:00,77,43,34,0.558,50.0,12.4,27.3,0.455,1.7,4.6,0.378,9.2,11.0,0.838,2.1,8.1,10.2,4.0,3.7,1.2,0.8,2.0,4.1,7.7,35.8,3.4,56.5,18,0,55.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2010-11,2546
3804,By Year,2010-11,1610612752,NYK,2011-04-12T00:00:00,27,14,13,0.519,50.3,12.7,27.6,0.461,2.7,6.4,0.424,8.4,9.7,0.872,2.1,7.2,9.3,4.2,3.3,1.3,0.8,1.1,4.6,6.9,36.6,1.7,56.9,6,0,56.9,19,18,19,13,6,7,7,4,8,9,1,7,10,2,12,9,9,9,13,12,7,15,2,11,5,11,3,11,3,3,264,2010-11,2546
3805,By Year,2010-11,1610612743,DEN,2011-02-16T00:00:00,50,29,21,0.58,49.8,12.3,27.1,0.452,1.2,3.5,0.333,9.6,11.7,0.823,2.2,8.6,10.7,3.9,4.0,1.2,0.9,2.4,3.8,8.1,35.3,4.3,56.4,12,0,55.3,17,13,16,7,12,9,8,7,14,16,14,3,2,10,11,2,3,11,6,16,6,1,18,4,8,5,6,4,3,5,264,2010-11,2546
3806,By Year,2009-10,1610612743,DEN,2010-04-13T00:00:00,69,45,24,0.652,50.0,13.1,28.5,0.458,1.1,3.6,0.316,9.6,11.6,0.83,2.9,5.7,8.6,4.2,4.0,1.7,0.6,2.1,4.3,8.6,36.9,5.4,56.3,10,0,55.3,9,5,15,3,9,4,4,5,16,15,17,2,3,8,3,15,13,8,7,2,18,4,9,3,3,3,7,7,3,6,264,2009-10,2546
3807,By Year,2008-09,1610612743,DEN,2009-04-15T00:00:00,66,45,21,0.682,50.0,11.7,26.5,0.443,1.4,3.7,0.371,8.1,10.3,0.793,2.3,7.6,9.9,4.9,4.4,1.6,0.5,1.8,4.3,7.8,33.0,6.7,54.3,12,0,53.5,13,5,16,2,11,11,11,10,13,13,7,8,7,16,10,4,4,3,2,5,19,9,8,5,11,1,11,4,3,10,264,2008-09,2546
3808,By Year,2007-08,1610612743,DEN,2008-04-16T00:00:00,77,47,30,0.61,47.6,12.4,25.1,0.492,1.0,2.8,0.354,7.9,10.0,0.786,3.0,6.7,9.7,4.4,4.3,1.7,0.7,1.6,4.3,7.0,33.6,2.7,54.5,22,0,53.3,4,1,8,5,19,8,13,1,17,19,10,11,8,17,2,13,6,6,3,4,14,10,7,10,10,8,10,1,3,11,264,2007-08,2546
3809,By Year,2006-07,1610612743,DEN,2007-04-16T00:00:00,65,37,28,0.569,48.5,13.5,28.4,0.476,0.8,2.9,0.268,9.0,11.1,0.808,2.8,4.8,7.6,4.9,4.6,1.5,0.4,2.0,4.0,7.5,36.7,1.7,54.5,4,1,53.9,14,10,12,8,14,2,5,3,19,18,18,5,4,12,5,19,17,4,1,7,20,6,12,8,4,10,9,16,1,9,264,2006-07,2546
3810,By Year,2005-06,1610612743,DEN,2006-04-17T00:00:00,80,44,36,0.55,50.2,12.9,26.8,0.481,0.6,2.6,0.243,9.8,12.1,0.808,2.1,4.6,6.7,3.7,3.7,1.5,0.7,2.0,3.9,8.7,36.2,0.1,52.7,6,0,51.7,2,7,6,10,7,6,10,2,20,20,20,1,1,11,13,20,19,14,10,8,9,5,14,2,6,14,12,11,3,12,264,2005-06,2546
3811,By Year,2004-05,1610612743,DEN,2005-04-19T00:00:00,75,47,28,0.627,50.0,10.2,23.6,0.431,0.8,3.0,0.266,8.7,11.0,0.796,2.7,5.5,8.2,3.7,4.3,1.3,0.6,2.3,4.4,0.0,29.8,3.2,46.5,4,0,46.3,6,1,12,4,10,15,15,14,18,17,19,6,5,15,6,16,16,13,4,11,17,3,3,19,14,6,15,16,3,15,264,2004-05,2546
3812,By Year,2003-04,1610612743,DEN,2004-04-14T00:00:00,82,43,39,0.524,50.1,10.5,24.6,0.426,1.2,3.6,0.322,6.8,8.8,0.777,3.1,5.3,8.3,3.8,4.1,1.6,0.7,2.3,3.8,0.0,28.9,1.1,47.4,11,0,46.9,1,8,5,12,8,14,14,17,15,14,16,13,12,18,1,17,15,12,5,6,10,2,17,20,15,12,14,6,3,14,264,2003-04,2546
3813,By Year,2021-22,-1,TOT,2022-01-03T00:00:00,5,3,2,0.6,43.9,1.9,17.0,0.111,0.0,1.9,0.0,3.8,3.8,1.0,1.9,3.8,5.7,9.4,5.7,1.9,0.0,0.0,0.0,1.9,7.5,-37.7,28.5,0,0,26.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2021-22,1630637
3814,By Year,2021-22,1610612743,DEN,2022-01-03T00:00:00,2,1,1,0.5,36.7,9.1,18.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,-36.4,18.2,0,0,18.2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,1,2,264,2021-22,1630637
3815,By Year,2021-22,1610612742,DAL,2021-12-31T00:00:00,3,2,1,0.667,45.8,0.0,16.7,0.0,0.0,2.4,0.0,4.8,4.8,1.0,2.4,4.8,7.1,11.9,7.1,2.4,0.0,0.0,0.0,2.4,4.8,-38.1,31.2,0,0,28.6,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,264,2021-22,1630637
3816,By Year,2021-22,-1,TOT,2022-04-10T00:00:00,58,23,35,0.397,49.0,10.4,23.5,0.444,2.3,7.0,0.32,4.0,5.3,0.756,1.2,4.7,5.9,6.8,3.0,1.4,0.6,1.4,3.6,4.6,27.1,-1.7,47.6,1,0,46.2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,264,2021-22,1627747
3817,By Year,2021-22,1610612739,CLE,2022-04-10T00:00:00,19,8,11,0.421,49.5,8.8,20.3,0.435,1.8,5.9,0.313,3.1,4.1,0.745,1.1,4.5,5.6,6.6,2.9,1.4,0.4,1.2,3.5,3.8,22.5,-3.8,41.7,0,0,40.2,7,7,7,5,1,6,6,5,8,8,7,7,7,4,6,8,8,7,7,8,6,5,3,7,6,7,7,6,2,7,264,2021-22,1627747
3818,By Year,2021-22,1610612754,IND,2022-02-04T00:00:00,39,15,24,0.385,48.8,11.2,25.0,0.447,2.5,7.6,0.323,4.5,5.9,0.76,1.2,4.8,6.0,7.0,3.0,1.4,0.7,1.5,3.7,5.0,29.2,-0.8,50.3,1,0,48.9,5,5,3,6,2,2,3,2,4,4,4,3,2,3,5,7,7,4,6,7,3,1,2,2,3,4,4,5,2,4,264,2021-22,1627747
3819,By Year,2020-21,-1,TOT,2021-05-16T00:00:00,47,24,23,0.511,46.0,11.1,25.2,0.441,2.6,8.0,0.326,4.5,5.6,0.811,1.0,5.6,6.6,7.6,3.2,2.0,0.9,1.1,3.2,4.5,29.3,-0.2,54.4,6,0,52.1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,264,2020-21,1627747
3820,By Year,2020-21,1610612754,IND,2021-05-16T00:00:00,35,18,17,0.514,46.1,10.9,24.6,0.443,2.5,7.8,0.318,4.8,5.8,0.822,0.9,5.6,6.5,6.9,3.0,2.1,1.0,1.2,3.4,4.7,29.1,-2.0,53.5,4,0,51.1,6,4,6,1,6,4,4,3,3,2,6,2,3,1,7,3,6,5,5,1,1,6,5,4,4,5,2,1,2,2,264,2020-21,1627747
3821,By Year,2020-21,1610612751,BKN,2021-01-12T00:00:00,12,6,6,0.5,45.5,11.9,27.2,0.435,3.0,8.6,0.349,3.5,4.6,0.765,1.4,5.7,7.1,9.8,3.5,1.8,0.8,1.0,2.7,3.8,30.2,6.1,57.7,2,0,55.3,8,8,8,2,8,1,1,6,1,1,2,5,6,2,3,2,1,1,3,6,2,7,8,6,1,1,1,3,2,1,264,2020-21,1627747
3822,By Year,2019-20,1610612751,BKN,2020-08-13T00:00:00,45,21,24,0.467,46.8,11.0,25.8,0.425,2.8,7.7,0.364,4.9,6.9,0.711,1.7,4.9,6.7,7.0,4.2,1.9,0.4,1.4,2.9,5.8,29.7,-0.1,50.7,2,1,50.6,3,2,3,4,5,3,2,8,2,3,1,1,1,7,1,6,4,3,1,3,7,2,7,1,2,2,3,3,1,3,264,2019-20,1627747
3823,By Year,2018-19,1610612751,BKN,2019-04-10T00:00:00,40,19,21,0.475,47.1,9.2,21.4,0.429,2.1,6.8,0.312,3.8,5.5,0.691,1.6,5.1,6.7,6.9,3.1,1.9,0.6,1.2,3.4,4.9,24.2,-0.5,47.0,0,0,44.9,4,3,5,3,3,5,5,7,7,6,8,4,4,8,2,5,3,6,4,4,4,3,4,3,5,3,5,6,2,5,264,2018-19,1627747
3824,By Year,2017-18,1610612751,BKN,2018-04-11T00:00:00,71,25,46,0.352,47.0,8.1,18.5,0.435,2.1,6.2,0.347,3.4,4.7,0.711,1.3,5.2,6.6,7.5,3.9,2.1,0.6,1.2,4.0,4.6,21.6,-6.6,44.8,3,0,43.1,1,1,1,7,4,7,7,4,6,7,3,6,5,6,4,4,5,2,2,2,5,4,1,5,7,8,6,2,2,6,264,2017-18,1627747
3825,By Year,2016-17,1610612751,BKN,2017-04-12T00:00:00,57,15,42,0.263,46.0,6.4,14.1,0.45,2.2,6.8,0.321,2.5,3.5,0.72,0.9,6.1,7.0,4.1,2.2,1.8,0.3,0.5,3.4,3.2,17.4,-3.4,36.1,0,0,34.9,2,5,2,8,7,8,8,1,5,5,5,8,8,5,8,1,2,8,8,5,8,8,6,8,8,6,8,6,2,8,264,2016-17,1627747
3826,By Year,2021-22,1610612756,PHX,2022-04-06T00:00:00,58,46,12,0.793,46.9,8.8,21.5,0.409,2.6,7.7,0.336,2.8,3.3,0.843,0.9,5.5,6.4,10.3,3.8,1.5,0.6,1.2,4.4,3.6,23.0,5.4,48.7,3,0,46.5,2,1,5,2,7,1,2,6,5,4,5,2,2,5,3,4,3,1,2,8,4,3,5,1,1,3,2,1,1,2,264,2021-22,1626166
3827,By Year,2020-21,1610612756,PHX,2021-05-16T00:00:00,60,42,18,0.7,48.3,8.6,17.7,0.484,3.3,7.4,0.44,2.2,2.5,0.893,0.7,5.7,6.4,9.7,2.7,1.6,0.7,0.7,4.3,2.9,22.6,7.9,49.2,1,0,46.7,1,3,2,4,4,2,5,3,3,6,2,3,3,2,6,2,2,2,8,6,3,6,6,2,2,2,1,2,1,1,264,2020-21,1626166
3828,By Year,2019-20,1610612756,PHX,2020-08-13T00:00:00,8,8,0,1.0,46.0,8.3,17.1,0.485,3.8,7.3,0.517,1.5,1.8,0.857,1.0,6.8,7.8,6.0,2.8,2.0,0.5,0.8,5.0,2.3,21.9,22.4,45.0,0,0,44.5,9,5,9,1,9,3,7,2,2,7,1,5,5,4,2,1,1,8,7,4,7,5,3,5,3,1,3,4,1,3,264,2019-20,1626166
3829,By Year,2018-19,-1,TOT,2019-01-23T00:00:00,40,7,33,0.175,47.0,6.3,14.7,0.43,1.6,5.5,0.298,2.2,2.7,0.805,0.9,3.9,4.7,7.0,3.0,1.8,0.6,0.4,4.2,2.8,16.5,-14.8,37.0,0,0,34.8,1,2,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,1,2,2,1,1,1,1,264,2018-19,1626166
3830,By Year,2018-19,1610612739,CLE,2019-01-23T00:00:00,9,1,8,0.111,47.8,7.3,14.9,0.491,2.4,6.8,0.36,3.0,4.3,0.688,0.8,4.3,5.2,6.3,3.0,2.2,0.8,0.0,4.1,2.7,20.1,-1.6,41.7,0,0,39.9,8,9,7,9,5,5,8,1,7,8,4,1,1,8,5,7,7,6,4,2,1,8,8,4,4,4,6,4,1,6,264,2018-19,1626166
3831,By Year,2018-19,1610612741,CHI,2019-01-02T00:00:00,31,6,25,0.194,46.7,6.0,14.6,0.411,1.4,5.1,0.271,1.9,2.2,0.88,0.9,3.7,4.6,7.2,3.0,1.7,0.5,0.5,4.3,2.8,15.3,-19.0,35.5,0,0,33.1,4,7,1,8,8,9,9,4,9,9,9,4,4,3,4,9,9,5,5,5,6,7,7,3,9,9,7,4,1,9,264,2018-19,1626166
3832,By Year,2017-18,1610612741,CHI,2018-04-11T00:00:00,25,7,18,0.28,47.8,7.1,17.7,0.405,2.9,7.5,0.385,1.0,1.3,0.75,1.5,4.2,5.7,9.3,3.0,2.1,0.7,1.7,3.6,2.1,18.2,-7.3,44.6,1,0,41.7,5,6,2,7,6,7,6,7,4,5,3,7,8,7,1,8,6,3,6,3,2,1,9,6,7,7,4,2,1,5,264,2017-18,1626166
3833,By Year,2016-17,-1,TOT,2017-04-06T00:00:00,31,16,15,0.516,48.8,6.8,20.4,0.332,2.9,9.1,0.314,0.5,0.8,0.625,0.3,4.8,5.1,5.8,3.1,1.5,0.4,0.8,5.5,2.0,16.9,-7.3,34.4,0,0,34.5,2,1,2,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1,2,264,2016-17,1626166
3834,By Year,2016-17,1610612741,CHI,2017-04-06T00:00:00,11,5,6,0.455,49.2,7.3,21.9,0.333,3.8,11.8,0.324,0.3,1.4,0.25,0.3,5.6,5.9,5.2,4.5,1.4,0.0,0.0,4.9,1.7,18.8,-10.4,33.3,0,0,36.5,7,8,8,6,1,6,1,8,1,1,7,9,7,9,8,3,5,9,1,9,9,8,4,9,6,8,9,4,1,7,264,2016-17,1626166
3835,By Year,2016-17,1610612760,OKC,2017-02-15T00:00:00,20,11,9,0.55,48.7,6.5,19.8,0.331,2.4,7.9,0.308,0.6,0.6,1.0,0.3,4.4,4.7,6.1,2.4,1.5,0.6,1.2,5.8,2.1,16.1,-5.9,34.8,0,0,33.6,6,4,6,5,3,8,3,9,8,2,8,8,9,1,9,6,8,7,9,7,5,2,1,7,8,6,8,4,1,8,264,2016-17,1626166
3836,By Year,2015-16,1610612760,OKC,2016-04-12T00:00:00,57,44,13,0.772,48.9,8.0,19.5,0.41,2.5,7.8,0.324,1.3,1.7,0.792,0.6,5.3,6.0,7.6,3.1,2.5,0.4,0.8,5.6,2.0,19.8,-2.0,44.1,0,0,41.8,3,2,4,3,2,4,4,5,6,3,6,6,6,6,7,5,4,4,3,1,8,4,2,8,5,5,5,4,1,4,264,2015-16,1626166
3837,By Year,2021-22,1610612737,ATL,2021-12-31T00:00:00,2,1,1,0.5,48.7,11.2,16.9,0.667,1.1,3.4,0.333,2.2,3.4,0.667,2.2,4.5,6.7,3.4,0.0,1.1,1.1,0.0,5.6,2.2,25.8,-2.2,45.7,0,0,41.6,2,1,2,1,1,1,2,1,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,1,1,1,2,2,1,2,264,2021-22,1628419
3838,By Year,2020-21,1610612745,HOU,2021-05-16T00:00:00,4,1,3,0.25,46.5,10.1,17.6,0.576,2.1,6.9,0.308,0.5,2.1,0.25,2.7,8.5,11.2,2.7,1.6,1.1,2.1,1.1,5.9,1.6,22.9,-5.9,48.2,1,0,45.2,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,264,2020-21,1628419
3839,By Year,2021-22,1610612757,POR,2021-12-31T00:00:00,3,0,3,0.0,48.9,5.3,14.9,0.357,2.1,6.4,0.333,2.1,2.1,1.0,6.4,9.6,16.0,3.2,0.0,0.0,1.1,0.0,7.4,2.1,14.9,8.5,42.0,0,0,38.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2021-22,1630787
3840,By Year,2021-22,1610612756,PHX,2022-04-10T00:00:00,66,50,16,0.758,47.0,7.6,16.5,0.46,4.5,10.6,0.425,2.7,3.1,0.86,1.1,6.3,7.4,2.7,1.3,1.5,0.4,0.8,3.1,2.9,22.3,6.0,39.9,0,0,40.9,1,1,3,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,3,1,2,1,1,1,1,2,1,1,264,2021-22,1629661
3841,By Year,2020-21,1610612756,PHX,2021-05-05T00:00:00,60,43,17,0.717,48.6,6.9,16.3,0.42,4.0,11.3,0.349,1.7,2.0,0.847,1.1,5.6,6.7,2.9,1.4,1.3,0.5,0.6,2.9,2.3,19.4,5.8,35.8,0,0,36.5,2,2,2,2,1,2,2,3,2,1,3,3,3,2,3,2,3,1,1,3,2,2,3,2,2,2,2,2,1,2,264,2020-21,1629661
3842,By Year,2019-20,1610612756,PHX,2020-08-13T00:00:00,57,28,29,0.491,46.3,6.5,14.9,0.435,3.9,10.0,0.39,1.7,2.1,0.807,1.8,5.1,6.9,2.5,1.2,1.3,0.7,0.6,3.2,2.1,18.6,0.4,35.7,2,0,36.1,3,3,1,3,3,3,3,2,3,3,2,2,2,3,1,3,2,3,3,2,1,3,1,3,3,3,3,1,1,3,264,2019-20,1629661
3843,By Year,2021-22,1610612751,BKN,2022-04-10T00:00:00,67,32,35,0.478,47.5,8.8,20.3,0.433,1.9,7.0,0.27,3.5,4.2,0.829,0.6,5.9,6.5,3.2,2.2,1.3,0.3,1.1,2.7,3.3,23.0,-5.6,38.3,0,0,37.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2021-22,1630560
3844,By Year,2021-22,-1,TOT,2022-03-07T00:00:00,49,20,29,0.408,47.8,7.8,19.3,0.404,3.1,8.7,0.359,4.8,5.3,0.902,1.2,3.8,5.0,2.3,2.7,2.2,0.7,1.1,2.8,3.8,23.5,-10.2,38.9,0,0,39.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2021-22,1629629
3845,By Year,2021-22,1610612752,NYK,2022-03-07T00:00:00,15,5,10,0.333,47.7,6.0,14.4,0.415,1.8,6.9,0.258,6.4,7.1,0.906,1.1,3.5,4.6,2.2,2.9,2.7,0.9,0.7,3.3,4.2,20.1,-11.3,36.8,0,0,35.8,4,4,4,3,2,3,4,1,4,4,4,1,1,1,3,4,4,3,1,1,1,4,3,1,2,4,2,1,1,2,264,2021-22,1629629
3846,By Year,2021-22,1610612737,ATL,2022-01-09T00:00:00,34,15,19,0.441,47.8,8.3,20.6,0.402,3.5,9.2,0.379,4.3,4.8,0.9,1.2,3.8,5.0,2.3,2.6,2.1,0.7,1.2,2.7,3.7,24.4,-10.0,39.5,0,0,40.7,2,2,2,1,1,1,1,2,1,1,1,2,3,2,2,3,3,2,3,2,3,3,4,2,1,3,1,1,1,1,264,2021-22,1629629
3847,By Year,2020-21,1610612737,ATL,2021-02-21T00:00:00,26,10,16,0.385,46.5,5.9,16.3,0.365,2.0,7.8,0.262,4.2,5.1,0.817,1.4,5.1,6.4,2.2,2.1,2.0,0.6,1.4,4.2,3.7,18.1,-3.0,34.8,0,0,34.0,3,3,3,2,3,4,3,4,3,2,3,3,2,3,1,2,1,4,4,3,4,2,1,3,3,1,3,1,1,4,264,2020-21,1629629
3848,By Year,2019-20,1610612737,ATL,2020-03-11T00:00:00,58,17,41,0.293,45.6,6.3,16.3,0.384,2.4,7.4,0.332,3.0,3.7,0.802,1.0,5.3,6.4,2.6,2.8,1.8,0.8,1.6,3.9,3.2,18.0,-7.2,34.5,0,0,34.6,1,1,1,4,4,2,2,3,2,3,2,4,4,4,4,1,2,1,2,4,2,1,2,4,4,2,4,1,1,3,264,2019-20,1629629
3849,By Year,2021-22,1610612748,MIA,2022-04-08T00:00:00,60,37,23,0.617,48.6,7.4,14.5,0.507,2.3,5.5,0.413,2.5,3.3,0.763,2.5,5.7,8.1,2.3,1.8,2.1,1.1,0.8,3.7,3.3,19.5,5.6,40.2,1,0,38.4,1,1,2,1,2,1,2,1,2,3,2,2,3,2,1,2,2,3,3,2,2,2,2,3,1,1,1,1,1,1,264,2021-22,1628997
3850,By Year,2020-21,1610612766,CHA,2021-05-13T00:00:00,53,23,30,0.434,48.3,5.7,15.1,0.375,1.8,7.4,0.248,2.4,3.8,0.641,1.8,6.5,8.3,4.0,1.9,2.2,0.7,0.9,3.7,3.6,15.6,-5.9,38.2,1,0,35.4,2,2,1,2,3,3,1,3,3,1,3,3,1,3,2,1,1,1,2,1,3,1,3,2,3,3,2,1,1,3,264,2020-21,1628997
3851,By Year,2019-20,1610612766,CHA,2020-03-11T00:00:00,18,6,12,0.333,50.0,5.8,13.3,0.44,3.2,5.8,0.541,2.7,3.3,0.81,1.6,4.4,6.0,3.6,2.4,1.9,1.1,0.5,5.1,3.9,17.5,0.9,36.8,0,0,36.3,3,3,3,3,1,2,3,2,1,2,1,1,2,1,3,3,3,2,1,3,1,3,1,1,2,2,3,3,1,2,264,2019-20,1628997
3852,By Year,2021-22,1610612765,DET,2022-04-08T00:00:00,64,20,44,0.313,48.7,10.0,24.0,0.416,2.7,8.5,0.314,3.3,3.9,0.845,1.4,6.9,8.3,8.3,5.5,1.8,1.0,1.8,4.7,3.6,26.0,-6.4,51.3,10,2,50.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2021-22,1630595
3853,By Year,2021-22,1610612738,BOS,2021-12-22T00:00:00,1,1,0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,-100.0,0.0,0,0,0.0,17,17,17,1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1,17,17,17,17,3,1,17,264,2021-22,101139
3854,By Year,2019-20,1610612764,WAS,2019-11-26T00:00:00,10,4,6,0.4,44.0,5.2,16.1,0.322,3.0,9.6,0.314,4.1,5.5,0.75,1.1,2.2,3.3,3.3,1.1,2.7,1.1,0.5,3.8,3.8,17.5,-2.2,36.7,0,0,34.7,16,16,16,14,16,16,15,16,9,9,12,4,3,12,8,16,16,7,16,1,1,15,15,3,15,13,12,3,1,13,264,2019-20,101139
3855,By Year,2018-19,-1,TOT,2019-03-16T00:00:00,53,33,20,0.623,46.0,6.0,16.7,0.36,3.6,10.9,0.33,2.6,3.1,0.828,0.7,4.4,5.1,1.9,1.6,1.4,0.8,0.9,4.2,2.5,18.2,-0.9,32.2,0,0,33.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2018-19,101139
3856,By Year,2018-19,1610612763,MEM,2019-03-16T00:00:00,13,5,8,0.385,45.6,6.5,16.3,0.4,3.7,10.2,0.364,2.0,2.2,0.929,0.2,4.0,4.2,2.2,1.4,1.2,0.8,0.8,2.6,2.0,18.8,13.0,31.7,0,0,32.9,15,15,15,15,15,13,14,9,7,8,6,15,16,1,16,12,15,11,13,16,6,10,17,16,13,1,15,3,1,15,264,2018-19,101139
3857,By Year,2018-19,1610612761,TOR,2019-02-05T00:00:00,40,28,12,0.7,46.1,5.7,16.9,0.34,3.5,11.2,0.314,2.9,3.6,0.795,1.0,4.6,5.6,1.8,1.7,1.5,0.8,1.0,5.1,2.8,17.9,-8.2,32.5,0,0,33.4,12,9,14,3,14,14,13,15,8,6,13,11,10,9,9,8,9,15,12,11,4,5,11,10,14,16,14,3,1,14,264,2018-19,101139
