,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,CFID,CFPARAMS,SEASON
25,1610612758,Sacramento Kings,82,30,52,0.366,48.0,16.2,13.0,11.7,48.7,17.8,14.7,13.3,51.0,1,24,24,24,8,16,16,19,11,28,28,22,28,10,Sacramento Kings,2021-22
26,1610612759,San Antonio Spurs,82,34,48,0.415,47.8,16.3,14.1,13.5,52.7,15.2,14.7,11.6,49.7,1,22,22,22,8,13,8,10,2,5,27,7,22,10,San Antonio Spurs,2021-22
27,1610612761,Toronto Raptors,82,48,34,0.585,49.6,19.4,16.9,16.2,48.3,14.7,14.2,12.0,46.2,1,10,10,10,5,2,2,2,13,2,25,10,10,10,Toronto Raptors,2021-22
28,1610612762,Utah Jazz,82,49,33,0.598,49.2,15.1,15.2,10.4,49.0,16.9,13.2,12.2,46.4,1,9,9,9,24,25,4,28,10,20,16,13,11,10,Utah Jazz,2021-22
29,1610612764,Washington Wizards,82,35,47,0.427,49.1,14.2,12.1,9.9,49.8,15.6,12.8,9.5,49.0,1,21,21,21,7,29,24,29,6,11,8,1,20,10,Washington Wizards,2021-22
30,1610612737,Atlanta Hawks,72,41,31,0.569,48.6,14.8,14.4,10.0,48.1,16.0,13.3,11.8,49.0,1,11,11,11,11,26,4,28,11,14,20,10,23,10,Atlanta Hawks,2020-21
31,1610612738,Boston Celtics,72,36,36,0.5,48.5,17.9,13.4,11.9,46.4,15.9,13.3,11.9,44.4,1,16,16,16,16,7,8,16,18,11,19,11,4,10,Boston Celtics,2020-21
32,1610612751,Brooklyn Nets,72,48,24,0.667,47.8,15.6,12.2,14.2,48.7,15.9,15.1,12.0,47.2,1,4,4,4,11,21,24,4,10,12,30,12,13,10,Brooklyn Nets,2020-21
33,1610612766,Charlotte Hornets,72,33,39,0.458,48.5,17.8,12.8,13.6,46.2,17.0,13.3,13.2,47.4,1,19,19,19,19,8,19,10,19,23,21,22,14,10,Charlotte Hornets,2020-21
34,1610612741,Chicago Bulls,72,31,41,0.431,48.1,14.5,13.2,11.5,49.3,17.7,11.5,11.7,48.7,1,21,21,21,16,27,13,21,9,27,4,8,22,10,Chicago Bulls,2020-21
35,1610612739,Cleveland Cavaliers,72,22,50,0.306,49.1,16.5,13.1,11.5,51.7,18.1,12.3,13.1,51.3,1,26,26,26,6,15,14,22,5,29,9,21,27,10,Cleveland Cavaliers,2020-21
36,1610612742,Dallas Mavericks,72,42,30,0.583,49.0,14.8,12.6,11.6,45.0,14.9,13.4,12.6,46.1,1,8,8,8,24,25,20,20,24,3,22,18,11,10,Dallas Mavericks,2020-21
37,1610612743,Denver Nuggets,72,47,25,0.653,49.1,18.2,13.9,12.5,50.2,15.8,11.4,13.5,45.7,1,5,5,5,1,3,5,13,6,9,2,24,7,10,Denver Nuggets,2020-21
38,1610612765,Detroit Pistons,72,20,52,0.278,48.9,16.6,12.9,10.8,47.9,17.5,13.5,11.7,51.8,1,29,29,29,6,14,16,24,13,26,23,7,28,10,Detroit Pistons,2020-21
39,1610612744,Golden State Warriors,72,39,33,0.542,46.7,16.9,10.2,14.0,44.1,17.0,13.8,12.9,45.9,1,14,14,14,24,13,30,6,26,22,24,20,9,10,Golden State Warriors,2020-21
40,1610612745,Houston Rockets,72,17,55,0.236,47.3,17.7,12.0,11.0,46.0,17.2,12.9,14.5,49.2,1,30,30,30,24,9,27,23,20,25,15,30,25,10,Houston Rockets,2020-21
