,GROUP_SET,GROUP_VALUE,TEAM_ID,TEAM_ABBREVIATION,MAX_GAME_DATE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,CFID,CFPARAMS,PLAYER_ID
396,By Year,2020-21,1610612760,OKC,2021-04-05T00:00:00,18,5,13,0.278,196.795,4.0,8.8,0.458,3.1,7.7,0.405,2.2,2.2,1.0,0.4,4.0,4.4,3.8,1.5,2.4,0.9,0.0,2.4,1.3,13.4,6.8,32.8,0,0,31.3,5,5,5,4,5,1,3,1,1,1,2,1,1,1,3,1,1,1,1,1,1,5,6,2,1,1,1,1,1,1,264,2020-21,203121
397,By Year,2018-19,1610612740,NOP,2019-03-28T00:00:00,69,31,38,0.449,1757.505,3.9,9.9,0.39,2.7,7.5,0.365,1.1,1.5,0.789,0.3,2.3,2.6,3.0,1.2,0.8,0.5,0.3,3.4,1.2,11.6,0.3,21.9,0,0,22.5,2,2,1,2,2,3,1,5,2,2,4,3,3,5,5,4,4,2,2,5,3,1,4,3,3,3,2,1,1,2,264,2018-19,203121
398,By Year,2017-18,1610612740,NOP,2018-04-11T00:00:00,82,48,34,0.585,1944.44,4.0,9.0,0.444,2.7,6.6,0.411,1.1,1.2,0.866,0.3,2.7,3.0,2.1,1.1,0.5,0.3,0.1,3.0,0.8,11.8,-0.4,19.9,0,0,21.3,1,1,3,1,1,2,2,2,3,3,1,4,4,3,4,3,3,5,5,6,5,4,5,5,2,4,4,1,1,3,264,2017-18,203121
399,By Year,2014-15,1610612740,NOP,2014-11-25T00:00:00,5,1,4,0.2,43.36666666666667,0.8,5.8,0.143,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.7,0.8,0.8,0.0,0.0,6.6,0.0,1.7,-10.0,6.8,0,0,5.8,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,4,6,5,1,6,6,6,6,1,1,6,264,2014-15,203121
400,By Year,2013-14,1610612740,NOP,2014-04-16T00:00:00,45,14,31,0.311,722.7633333333333,3.6,8.3,0.44,1.2,3.8,0.325,1.4,1.8,0.806,0.4,2.1,2.6,2.1,1.1,1.2,0.4,0.2,4.4,1.3,10.0,2.5,20.1,0,0,19.2,4,3,4,3,3,4,4,3,4,4,5,2,2,4,1,5,5,4,4,2,4,2,3,1,4,2,3,1,1,4,264,2013-14,203121
401,By Year,2012-13,1610612740,NOH,2013-04-17T00:00:00,52,14,38,0.269,694.0,2.3,5.6,0.407,1.1,2.9,0.393,0.4,0.4,1.0,0.4,3.6,4.0,2.3,1.2,0.9,0.6,0.2,4.6,1.1,6.1,-3.0,17.7,0,0,16.6,3,3,1,5,4,5,6,4,5,5,3,5,5,1,2,2,2,3,3,3,2,3,2,4,5,5,5,1,1,5,264,2012-13,203121
402,By Year,2020-21,1610612756,PHX,2021-05-16T00:00:00,50,37,13,0.74,870.4833333333333,6.3,14.1,0.447,1.9,5.6,0.348,3.5,4.1,0.848,1.9,6.0,7.9,2.7,2.4,1.2,0.2,1.2,3.9,3.6,18.1,9.1,33.4,0,0,33.4,5,2,5,1,5,2,2,4,3,5,4,1,1,4,5,3,5,4,2,1,5,2,1,1,1,1,2,6,1,3,264,2020-21,203967
403,By Year,2019-20,1610612756,PHX,2020-08-13T00:00:00,66,32,34,0.485,1631.7816666666668,5.6,11.9,0.476,1.9,5.2,0.357,2.4,2.8,0.844,2.2,6.8,9.0,2.7,1.9,0.8,0.4,0.9,3.4,3.1,15.5,-1.5,31.9,9,0,31.4,4,3,3,4,3,5,6,1,5,6,3,5,4,5,3,2,1,3,5,4,2,4,3,3,5,4,4,3,1,4,264,2019-20,203967
404,By Year,2018-19,-1,TOT,2019-04-10T00:00:00,81,39,42,0.481,2022.4116666666666,5.4,12.4,0.437,2.1,5.7,0.365,2.3,2.7,0.88,2.2,5.9,8.1,2.3,1.7,0.8,0.2,0.7,3.2,2.8,15.3,-1.2,29.6,3,0,29.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2018-19,203967
405,By Year,2018-19,1610612750,MIN,2019-04-10T00:00:00,68,31,37,0.456,1626.5616666666667,5.7,12.5,0.454,2.1,5.6,0.383,2.3,2.7,0.875,2.3,5.9,8.2,2.2,1.6,0.9,0.1,0.6,3.2,2.8,15.8,-0.9,30.5,2,0,30.5,3,4,2,5,4,4,4,2,2,4,2,6,6,2,2,5,3,6,6,3,6,6,4,5,4,3,5,4,1,5,264,2018-19,203967
406,By Year,2018-19,1610612755,PHI,2018-11-09T00:00:00,13,8,5,0.615,395.85,4.4,12.0,0.364,1.9,6.4,0.3,2.5,2.7,0.9,1.9,5.9,7.8,2.4,2.3,0.4,0.3,1.0,3.5,2.9,13.1,-2.4,25.7,1,0,26.5,6,6,6,3,6,6,5,6,4,1,6,4,5,1,4,4,6,5,4,6,4,3,2,4,6,5,6,5,1,6,264,2018-19,203967
407,By Year,2017-18,1610612755,PHI,2018-04-11T00:00:00,78,49,29,0.628,2310.07,6.3,13.9,0.453,2.4,6.2,0.393,2.8,3.2,0.86,2.4,5.7,8.1,3.1,2.3,0.8,0.3,0.9,2.5,2.7,17.8,4.5,33.2,13,0,33.7,2,1,4,2,1,3,3,3,1,2,1,3,3,3,1,6,4,1,3,5,3,5,6,6,2,2,3,1,1,2,264,2017-18,203967
408,By Year,2016-17,1610612755,PHI,2017-04-10T00:00:00,81,28,53,0.346,2129.0233333333335,6.4,15.7,0.411,1.8,5.8,0.311,2.9,3.7,0.782,1.9,6.8,8.7,3.1,3.1,1.0,0.5,1.3,2.7,3.3,17.6,-5.2,33.9,10,0,34.1,1,5,1,6,2,1,1,5,6,3,5,2,2,6,6,1,2,2,1,2,1,1,5,2,3,6,1,2,1,1,264,2016-17,203967
409,By Year,2020-21,1610612739,CLE,2021-01-04T00:00:00,6,3,3,0.5,116.14833333333333,3.1,8.1,0.385,0.6,3.4,0.182,0.3,0.6,0.5,0.6,4.6,5.3,4.0,2.2,1.2,0.6,0.0,2.8,2.2,7.1,1.9,22.9,0,0,20.8,7,7,7,3,6,6,7,6,7,3,7,7,7,7,5,1,1,3,6,1,2,7,6,5,7,3,4,2,1,6,264,2020-21,203957
410,By Year,2019-20,-1,TOT,2020-02-24T00:00:00,35,10,25,0.286,485.62,4.2,8.8,0.471,1.1,3.2,0.349,2.4,3.2,0.744,0.9,4.1,5.0,3.0,2.3,1.0,0.6,0.7,2.8,2.9,11.8,-8.1,24.6,0,0,23.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2019-20,203957
411,By Year,2019-20,1610612739,CLE,2020-02-24T00:00:00,24,5,19,0.208,402.3016666666667,4.1,8.6,0.479,1.2,3.3,0.351,2.7,3.7,0.732,0.8,4.1,4.9,3.0,1.9,1.1,0.5,0.5,2.7,3.2,12.1,-8.3,25.4,0,0,24.3,4,5,4,7,4,5,5,2,3,5,1,3,3,5,4,2,3,7,7,3,3,5,7,3,4,7,3,2,1,3,264,2019-20,203957
412,By Year,2019-20,1610612762,UTA,2019-12-09T00:00:00,11,5,6,0.455,83.31833333333333,4.3,9.9,0.435,0.9,2.6,0.333,0.9,0.9,1.0,1.3,3.9,5.2,3.0,4.3,0.4,0.9,1.3,3.5,1.3,10.4,-6.9,20.7,0,0,22.0,6,5,5,6,7,4,4,3,5,7,2,5,5,1,1,3,2,6,1,7,1,1,3,7,5,6,6,2,1,5,264,2019-20,203957
413,By Year,2018-19,1610612762,UTA,2019-03-14T00:00:00,42,21,21,0.5,664.0483333333333,5.5,13.1,0.419,1.0,3.4,0.29,3.7,4.7,0.791,0.9,2.8,3.7,6.0,2.8,0.8,0.3,1.0,3.7,4.1,15.6,2.6,29.3,1,0,28.3,3,3,3,3,3,2,2,5,4,4,5,2,2,4,3,6,6,2,3,5,7,2,2,1,2,2,2,1,1,2,264,2018-19,203957
414,By Year,2017-18,1610612762,UTA,2018-04-11T00:00:00,14,10,4,0.714,234.51833333333335,6.4,13.4,0.483,0.8,2.8,0.278,3.8,4.8,0.806,0.6,3.4,4.0,6.6,3.1,1.2,0.5,0.6,3.1,4.0,17.5,4.9,34.2,0,0,32.2,5,4,6,1,5,1,1,1,6,6,6,1,1,2,6,4,4,1,2,2,4,4,4,2,1,1,1,2,1,1,264,2017-18,203957
415,By Year,2016-17,1610612762,UTA,2017-04-12T00:00:00,66,40,26,0.606,1227.7616666666668,4.5,10.6,0.427,1.3,4.4,0.295,1.7,2.1,0.795,0.9,3.0,3.9,3.3,2.3,0.6,0.4,0.9,4.3,2.8,12.1,0.0,22.2,0,0,22.4,2,1,2,2,2,3,3,4,2,2,4,4,4,3,2,5,5,5,4,6,5,3,1,4,3,5,5,2,1,4,264,2016-17,203957
416,By Year,2014-15,1610612762,UTA,2015-04-15T00:00:00,82,38,44,0.463,1817.05,2.9,8.2,0.349,1.6,5.2,0.314,0.4,0.6,0.625,0.5,2.1,2.6,3.9,2.3,0.8,0.3,0.1,2.9,1.3,7.8,1.8,17.7,0,0,18.1,1,2,1,5,1,7,6,7,1,1,3,6,6,6,7,7,7,4,5,4,6,6,5,6,6,4,7,2,1,7,264,2014-15,203957
417,By Year,2020-21,1610612741,CHI,2021-05-16T00:00:00,18,6,12,0.333,83.55,3.0,5.6,0.538,0.0,0.9,0.0,3.9,6.9,0.563,4.3,6.9,11.2,3.9,1.7,1.7,0.0,0.4,4.3,5.2,9.9,9.5,32.6,0,0,28.4,6,5,6,3,6,6,5,5,1,1,1,1,1,6,2,2,2,1,2,1,6,6,1,1,5,1,2,3,1,2,264,2020-21,1626245
418,By Year,2019-20,1610612741,CHI,2020-03-06T00:00:00,22,6,16,0.273,385.71666666666664,3.2,5.0,0.63,0.0,0.2,0.0,1.7,2.1,0.783,5.1,4.4,9.5,1.5,1.7,0.9,0.2,0.7,3.2,1.8,8.0,-5.3,23.4,0,0,21.3,5,5,5,4,4,5,6,1,1,4,1,6,6,1,1,6,5,5,3,2,5,3,6,6,6,4,6,3,1,6,264,2019-20,1626245
419,By Year,2018-19,1610612741,CHI,2019-04-10T00:00:00,60,16,44,0.267,746.3966666666666,4.6,8.6,0.531,0.0,0.2,0.0,2.4,3.5,0.685,3.8,6.7,10.5,1.8,1.6,0.5,0.3,1.2,3.3,3.2,11.6,-6.3,27.9,0,0,25.6,2,2,1,5,3,2,1,6,1,3,1,3,3,3,4,3,4,4,4,6,4,1,5,2,2,5,4,3,1,4,264,2018-19,1626245
420,By Year,2017-18,1610612741,CHI,2018-04-11T00:00:00,55,13,42,0.236,977.45,4.7,7.9,0.591,0.0,0.1,0.0,2.0,3.0,0.667,3.1,5.5,8.6,2.0,2.0,0.6,0.4,0.7,3.8,2.4,11.3,-12.3,25.7,3,0,23.9,3,4,2,6,2,1,3,2,1,5,1,5,5,4,6,5,6,3,1,5,3,2,2,5,3,6,5,1,1,5,264,2017-18,1626245
421,By Year,2016-17,1610612741,CHI,2017-04-12T00:00:00,66,31,35,0.47,1040.0733333333333,4.4,7.6,0.579,0.0,0.0,0.0,2.1,3.2,0.645,4.3,6.5,10.8,1.4,1.1,0.9,0.6,0.6,3.8,2.5,10.9,-1.2,29.2,3,0,26.0,1,1,3,1,1,4,4,3,1,6,1,4,4,5,3,4,3,6,6,3,2,4,3,3,4,3,3,1,1,3,264,2016-17,1626245
422,By Year,2015-16,1610612741,CHI,2016-04-13T00:00:00,31,14,17,0.452,320.7033333333333,4.5,8.1,0.556,0.0,0.4,0.0,2.8,3.9,0.714,3.4,8.1,11.4,2.9,1.5,0.7,1.5,0.6,3.5,2.5,11.8,5.9,34.8,0,0,30.4,4,3,4,2,5,3,2,4,1,2,1,2,2,2,5,1,1,2,5,4,1,5,4,4,1,2,1,3,1,1,264,2015-16,1626245
423,By Year,2020-21,1610612753,ORL,2021-05-16T00:00:00,41,10,31,0.244,837.0483333333333,4.0,10.2,0.388,1.9,5.6,0.338,1.6,2.1,0.792,0.3,3.2,3.5,3.2,2.0,0.9,0.2,0.6,2.8,1.5,11.4,-11.4,22.0,0,0,22.4,2,2,1,4,1,4,4,4,3,2,3,5,5,4,3,2,2,4,3,5,2,5,4,5,4,5,4,1,1,4,264,2020-21,1626184
424,By Year,2019-20,1610612744,GSW,2020-03-10T00:00:00,3,2,1,0.667,40.406666666666666,0.0,3.6,0.0,0.0,1.8,0.0,4.5,5.3,0.833,0.0,1.8,1.8,4.5,0.0,1.8,0.0,0.9,2.7,2.7,4.5,-3.6,18.6,0,0,14.3,5,4,5,1,5,5,5,5,5,5,5,3,2,3,4,5,5,3,5,1,5,3,5,4,5,3,5,1,1,5,264,2019-20,1626184
425,By Year,2018-19,1610612764,WAS,2019-04-09T00:00:00,49,19,30,0.388,742.91,4.4,10.5,0.419,2.2,5.6,0.4,2.1,3.0,0.694,0.5,2.2,2.7,4.7,2.1,1.2,0.1,0.8,4.4,2.7,13.1,-5.3,25.4,0,0,25.5,1,1,2,3,2,3,3,2,2,3,1,4,4,5,2,4,3,1,2,3,4,4,3,3,3,4,3,1,1,3,264,2018-19,1626184
426,By Year,2016-17,-1,TOT,2017-04-12T00:00:00,26,8,18,0.308,299.0416666666667,4.8,11.8,0.408,1.9,5.7,0.34,4.9,5.2,0.953,0.7,3.1,3.9,4.1,2.3,1.1,0.2,1.1,4.7,4.5,16.5,-1.2,28.9,0,0,29.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2016-17,1626184
427,By Year,2016-17,1610612752,NYK,2017-04-12T00:00:00,18,7,11,0.389,225.17,4.5,11.5,0.389,1.6,5.1,0.313,4.6,5.0,0.935,1.0,3.4,4.3,4.5,2.6,1.0,0.2,1.1,4.5,4.5,15.2,-0.6,27.9,0,0,27.8,3,3,3,2,3,2,2,3,4,4,4,2,3,2,1,1,1,2,1,4,3,1,2,1,2,1,2,1,1,2,264,2016-17,1626184
428,By Year,2016-17,1610612755,PHI,2017-02-06T00:00:00,8,1,7,0.125,73.87166666666667,5.8,12.7,0.462,2.9,7.3,0.4,5.8,5.8,1.0,0.0,2.4,2.4,2.9,1.5,1.5,0.5,1.0,5.4,4.4,20.5,-2.9,32.2,0,0,32.7,4,5,4,5,4,1,1,1,1,1,1,1,1,1,4,3,4,5,4,2,1,2,1,2,1,2,1,1,1,1,264,2016-17,1626184
429,By Year,2020-21,-1,TOT,2021-05-16T00:00:00,5,3,2,0.6,40.483333333333334,5.3,16.0,0.333,2.7,10.7,0.25,0.0,0.0,0.0,1.8,2.7,4.4,1.8,0.0,0.0,0.0,0.0,1.8,0.0,13.3,-23.1,21.3,0,0,22.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2020-21,1629244
430,By Year,2020-21,1610612745,HOU,2021-05-16T00:00:00,2,1,1,0.5,34.31666666666667,5.2,16.8,0.313,3.1,12.6,0.25,0.0,0.0,0.0,2.1,3.1,5.2,2.1,0.0,0.0,0.0,0.0,2.1,0.0,13.6,-23.1,23.1,0,0,24.1,3,3,2,2,2,2,1,3,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,1,1,2,264,2020-21,1629244
431,By Year,2020-21,1610612759,SAS,2021-03-31T00:00:00,3,2,1,0.667,6.166666666666667,5.8,11.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,-23.4,11.7,0,0,11.7,2,2,2,1,3,1,2,1,3,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,3,3,3,1,1,3,264,2020-21,1629244
432,By Year,2018-19,1610612750,MIN,2019-04-10T00:00:00,19,6,13,0.316,259.4483333333333,4.6,10.8,0.423,2.9,7.1,0.412,1.1,1.2,0.889,0.6,3.7,4.3,1.8,0.7,0.8,0.3,0.4,3.6,1.1,13.2,-3.6,23.7,0,0,24.4,1,1,1,3,1,3,3,2,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,264,2018-19,1629244
433,By Year,2020-21,1610612745,HOU,2021-01-12T00:00:00,6,1,5,0.167,36.43333333333333,7.9,16.8,0.471,0.0,4.9,0.0,1.0,2.0,0.5,3.0,10.9,13.8,1.0,4.0,0.0,2.0,1.0,5.9,2.0,16.8,0.0,36.9,0,0,35.6,7,9,4,9,7,1,2,2,8,7,8,4,4,5,4,1,1,7,3,8,3,2,1,2,2,4,2,3,1,2,264,2020-21,203998
434,By Year,2019-20,-1,TOT,2020-08-14T00:00:00,30,11,19,0.367,244.22,5.6,13.1,0.427,0.9,4.9,0.182,1.2,1.3,0.889,3.4,5.5,8.8,1.8,1.9,2.2,2.5,0.7,4.6,1.5,13.3,-4.7,38.8,1,0,34.2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,264,2019-20,203998
435,By Year,2019-20,1610612745,HOU,2020-08-14T00:00:00,8,4,4,0.5,52.266666666666666,6.9,13.8,0.5,1.4,5.5,0.25,4.1,4.1,1.0,4.1,6.9,11.0,1.4,4.1,3.4,3.4,0.7,5.5,2.8,19.3,-9.0,51.1,0,0,46.8,5,6,5,5,4,2,4,1,4,4,4,1,1,1,2,2,2,5,2,2,1,5,2,1,1,8,1,3,1,1,264,2019-20,203998
436,By Year,2019-20,1610612763,MEM,2020-01-12T00:00:00,22,7,15,0.318,191.95333333333335,5.3,12.9,0.406,0.8,4.7,0.16,0.4,0.6,0.667,3.2,5.1,8.3,1.9,1.3,1.9,2.3,0.8,4.3,1.1,11.6,-3.6,35.4,1,0,30.8,2,3,2,7,2,5,5,4,7,8,6,5,5,4,3,5,4,4,8,3,2,4,5,5,6,6,3,2,1,4,264,2019-20,203998
437,By Year,2018-19,1610612763,MEM,2019-04-10T00:00:00,34,14,20,0.412,799.7016666666667,4.3,10.1,0.427,2.2,5.9,0.369,1.9,2.3,0.84,1.9,5.2,7.1,2.3,1.7,0.6,1.5,0.6,3.6,1.7,12.7,0.0,29.2,3,0,28.5,1,1,1,6,1,6,8,3,2,3,2,2,2,2,6,4,6,3,6,7,5,6,6,4,4,4,6,1,1,5,264,2018-19,203998
438,By Year,2017-18,-1,TOT,2018-04-09T00:00:00,12,4,8,0.333,106.29833333333333,3.0,10.5,0.29,1.0,5.8,0.176,1.7,2.0,0.833,2.4,5.1,7.5,1.4,1.4,1.0,1.4,0.3,2.7,1.7,8.8,3.7,25.5,0,0,23.4,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,264,2017-18,203998
439,By Year,2017-18,1610612758,SAC,2018-04-09T00:00:00,10,2,8,0.2,99.61166666666666,3.3,10.5,0.31,1.1,5.4,0.2,1.8,2.2,0.833,2.5,5.1,7.6,1.1,1.4,0.7,1.4,0.4,2.5,1.8,9.4,0.4,25.2,0,0,23.5,3,7,3,8,3,7,7,7,5,5,5,3,3,3,5,6,5,6,7,6,6,7,8,3,7,3,7,3,1,7,264,2017-18,203998
440,By Year,2017-18,1610612761,TOR,2017-10-30T00:00:00,2,2,0,1.0,6.6866666666666665,0.0,10.8,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,5.4,5.4,5.4,0.0,5.4,0.0,0.0,5.4,0.0,0.0,53.8,30.7,0,0,21.5,9,7,8,1,9,9,6,9,8,1,8,6,6,6,9,3,7,1,9,1,9,8,3,6,9,1,5,3,1,8,264,2017-18,203998
441,By Year,2016-17,1610612761,TOR,2017-04-12T00:00:00,9,8,1,0.889,40.29833333333333,5.4,14.3,0.375,1.8,5.4,0.333,0.0,0.0,0.0,4.5,4.5,8.9,3.6,1.8,1.8,0.9,0.9,3.6,0.0,12.5,0.9,34.8,0,0,32.2,4,2,6,3,6,4,3,5,3,6,3,6,6,6,1,7,3,2,5,4,7,3,7,6,5,2,4,3,1,3,264,2016-17,203998
442,By Year,2015-16,1610612761,TOR,2016-04-13T00:00:00,6,6,0,1.0,42.68333333333333,0.8,10.1,0.083,0.8,5.9,0.143,0.0,0.0,0.0,0.8,0.8,1.7,0.8,3.4,1.7,0.8,1.7,1.7,0.0,2.5,-6.7,10.0,0,0,11.0,7,5,8,1,5,8,9,8,6,2,7,6,6,6,8,9,9,8,4,5,8,1,9,6,8,7,9,3,1,9,264,2015-16,203998
443,By Year,2014-15,1610612761,TOR,2015-04-08T00:00:00,8,7,1,0.875,23.416666666666668,6.1,18.4,0.333,3.1,4.6,0.667,0.0,0.0,0.0,1.5,1.5,3.1,0.0,6.1,0.0,1.5,0.0,4.6,0.0,15.4,-41.5,17.5,0,0,24.6,5,3,6,4,8,3,1,6,1,9,1,6,6,6,7,8,8,9,1,8,4,8,4,6,3,9,8,3,1,6,264,2014-15,203998
444,By Year,2020-21,1610612754,IND,2021-04-19T00:00:00,6,1,5,0.167,14.865,2.4,9.7,0.25,0.0,2.4,0.0,2.4,2.4,1.0,0.0,7.3,7.3,0.0,0.0,0.0,0.0,0.0,2.4,2.4,7.3,7.3,16.0,0,0,14.5,1,2,1,2,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1,1,2,2,1,1,2,264,2020-21,1628968
445,By Year,2019-20,1610612754,IND,2020-08-14T00:00:00,6,5,1,0.833,31.066666666666666,3.5,11.6,0.3,0.0,2.3,0.0,0.0,0.0,0.0,1.2,7.0,8.1,0.0,1.2,0.0,1.2,1.2,3.5,1.2,7.0,15.1,19.0,0,0,17.4,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,264,2019-20,1628968
446,By Year,2020-21,1610612755,PHI,2021-05-14T00:00:00,58,42,16,0.724,1877.2883333333334,6.2,11.2,0.557,0.1,0.2,0.3,3.4,5.5,0.613,1.8,6.2,8.0,7.7,3.3,1.8,0.7,0.9,3.3,5.0,15.9,6.3,41.1,13,4,36.6,3,3,4,1,4,4,4,3,1,1,1,2,2,2,4,3,3,4,4,3,3,1,2,2,4,1,4,4,4,4,264,2020-21,1627732
447,By Year,2019-20,1610612755,PHI,2020-08-05T00:00:00,57,35,22,0.614,2016.8633333333332,6.7,11.5,0.58,0.0,0.1,0.286,3.3,5.3,0.621,2.0,5.9,7.9,8.1,3.6,2.1,0.6,0.6,3.3,5.1,16.7,1.1,43.0,31,6,38.2,4,4,3,4,3,3,3,1,2,3,2,3,3,1,2,4,4,3,3,1,4,4,1,1,3,4,3,3,3,3,264,2019-20,1627732
448,By Year,2018-19,1610612755,PHI,2019-04-09T00:00:00,79,50,29,0.633,2700.2633333333333,7.2,12.8,0.563,0.0,0.1,0.0,3.4,5.7,0.6,2.3,7.0,9.3,8.1,3.7,1.5,0.8,0.8,2.8,5.0,17.8,1.5,44.4,42,10,39.9,2,2,2,2,2,1,2,2,3,4,3,1,1,3,1,1,1,2,2,4,2,2,3,3,1,3,2,1,2,1,264,2018-19,1627732
449,By Year,2017-18,1610612755,PHI,2018-04-11T00:00:00,81,51,30,0.63,2731.5533333333333,7.2,13.2,0.545,0.0,0.1,0.0,2.5,4.5,0.56,1.9,6.8,8.7,8.7,3.7,1.8,0.9,0.6,2.8,4.2,16.9,5.1,45.0,38,12,39.8,1,1,1,3,1,2,1,4,3,2,3,4,4,4,3,2,2,1,1,2,1,3,4,4,2,2,1,2,1,2,264,2017-18,1627732
450,By Year,2020-21,1610612749,MIL,2021-04-09T00:00:00,8,2,6,0.25,61.21666666666667,2.4,6.5,0.364,0.6,1.2,0.5,2.9,4.1,0.714,0.0,3.5,3.5,2.4,0.0,1.2,1.8,1.2,3.5,2.4,8.2,-1.8,24.8,0,0,20.6,2,2,2,4,2,3,3,2,3,4,1,1,1,2,2,1,2,1,2,1,1,1,4,1,3,2,1,1,1,1,264,2020-21,1626253
451,By Year,2016-17,-1,TOT,2017-04-12T00:00:00,4,2,2,0.5,47.46333333333333,3.8,6.8,0.556,0.8,3.0,0.25,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.8,0.8,0.0,4.6,1.5,8.3,-8.3,13.8,0,0,12.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2016-17,1626253
452,By Year,2016-17,1610612740,NOP,2017-04-12T00:00:00,2,1,1,0.5,41.39666666666667,4.3,7.0,0.625,0.9,2.6,0.333,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.9,0.9,0.0,4.3,1.7,9.6,-1.7,15.8,0,0,14.8,3,3,3,1,3,1,2,1,2,3,2,3,3,3,2,3,3,3,2,2,2,3,3,2,1,1,3,1,1,3,264,2016-17,1626253
453,By Year,2016-17,1610612749,MIL,2017-03-03T00:00:00,2,1,1,0.5,6.066666666666666,0.0,5.9,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,-53.4,0.0,0,0,0.0,3,3,3,1,4,4,4,4,4,1,4,3,3,3,2,4,4,3,2,4,4,3,1,4,4,4,4,1,1,4,264,2016-17,1626253
454,By Year,2015-16,1610612743,DEN,2016-04-13T00:00:00,21,9,12,0.429,305.425,2.9,8.3,0.357,1.5,4.7,0.325,1.5,2.0,0.765,0.9,2.7,3.7,1.8,0.7,0.8,0.7,0.1,4.7,1.5,9.0,-2.0,19.9,0,0,19.0,1,1,1,3,1,2,1,3,1,2,3,2,2,1,1,2,1,2,1,3,3,2,2,3,2,3,2,1,1,2,264,2015-16,1626253
455,By Year,2020-21,1610612750,MIN,2021-01-27T00:00:00,2,0,2,0.0,4.066666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,-26.6,-8.9,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2020-21,1630204
456,By Year,2020-21,1610612761,TOR,2021-05-16T00:00:00,53,20,33,0.377,980.2766666666666,4.9,11.2,0.441,1.0,3.8,0.262,1.1,1.5,0.707,3.2,6.8,10.0,1.7,1.7,0.6,0.8,0.6,4.4,1.9,11.9,-3.0,29.1,2,0,27.5,5,7,3,9,5,6,4,8,2,2,3,9,9,8,6,4,7,5,8,1,7,7,9,9,5,9,6,5,1,6,264,2020-21,203382
457,By Year,2019-20,1610612756,PHX,2020-03-10T00:00:00,42,19,23,0.452,934.4366666666666,7.1,14.7,0.48,2.3,6.5,0.351,2.2,2.9,0.747,2.7,6.4,9.1,2.6,1.9,0.4,0.9,0.6,5.4,3.8,18.5,-1.8,35.2,3,0,35.1,8,8,5,8,6,1,1,5,1,1,1,5,5,7,9,8,8,1,6,7,6,6,4,4,1,8,1,3,1,1,264,2019-20,203382
